XLA,S,RHO,SDA,SDS,P(DOWN),P(IDLE),P(LOSS),MEAN_NS,MEANWTS,MEAN_NQ,MEANWTQ,MEAN_CL,RLWSR,RDLOS,RCLOS,P(CS_SH),P(DN_SK)
0.95,12,-0.48891,1.4837,0.70711,0.13829,0.35422,0.13469,1.306917,1.563021,0.799431,0.949011,6.907523,0.495108,0.127958,0.326934,0.09521,0.04309
0.95,16,-0.48891,1.4837,0.70711,0.12102,0.34175,0.11824,1.435138,1.681375,0.897913,1.046534,8.998386,0.524122,0.112332,0.313546,0.07708,0.04395
0.95,20,-0.48891,1.4837,0.70711,0.10938,0.33225,0.10711,1.536203,1.77931,0.977836,1.12957,11.073492,0.544749,0.101758,0.303494,0.06485,0.04453
0.95,24,-0.48891,1.4837,0.70711,0.10097,0.3248,0.09906,1.618387,1.862223,1.044162,1.200807,13.137277,0.560219,0.094105,0.295676,0.05602,0.04495
0.95,28,-0.48891,1.4837,0.70711,0.0946,0.31887,0.09294,1.686612,1.932891,1.100079,1.261956,15.191304,0.572227,0.08829,0.289482,0.04933,0.04527
0.95,32,-0.48891,1.4837,0.70711,0.0896,0.31402,0.08813,1.744232,1.993477,1.147851,1.314586,17.237915,0.581835,0.083721,0.284444,0.04408,0.04552
0.95,36,-0.48891,1.4837,0.70711,0.08557,0.30999,0.08425,1.79354,2.045666,1.1891,1.360045,19.278513,0.589697,0.080033,0.280269,0.03984,0.04572
0.95,40,-0.48891,1.4837,0.70711,0.08224,0.3066,0.08105,1.836191,2.090852,1.225036,1.399484,21.314144,0.596249,0.076993,0.276758,0.03636,0.04589
0.95,44,-0.48891,1.4837,0.70711,0.07946,0.3037,0.07836,1.87342,2.130188,1.256584,1.433873,23.345635,0.601791,0.074443,0.273765,0.03343,0.04603
0.95,48,-0.48891,1.4837,0.70711,0.07709,0.3012,0.07608,1.906172,2.164624,1.284468,1.464018,25.373641,0.60654,0.072274,0.271186,0.03095,0.04615
0.95,52,-0.48891,1.4837,0.70711,0.07505,0.29903,0.07411,1.935181,2.194937,1.309261,1.490584,27.398674,0.610654,0.070405,0.268942,0.0288,0.04625
0.95,56,-0.48891,1.4837,0.70711,0.07328,0.29712,0.0724,1.961032,2.221766,1.331425,1.514119,29.421166,0.61425,0.068778,0.266972,0.02694,0.04634
0.95,60,-0.48891,1.4837,0.70711,0.07172,0.29542,0.07089,1.984192,2.245637,1.351335,1.535075,31.441463,0.617421,0.067349,0.26523,0.0253,0.04641
0.95,64,-0.48891,1.4837,0.70711,0.07034,0.29392,0.06956,2.005044,2.266981,1.369301,1.553826,33.459847,0.620237,0.066083,0.263679,0.02386,0.04648
0.95,68,-0.48891,1.4837,0.70711,0.06911,0.29257,0.06837,2.023903,2.286158,1.38558,1.570683,35.476561,0.622754,0.064955,0.262291,0.02256,0.04654
0.95,72,-0.48891,1.4837,0.70711,0.068,0.29135,0.06731,2.04103,2.303468,1.400387,1.585905,37.49181,0.625017,0.063943,0.26104,0.0214,0.0466
0.95,76,-0.48891,1.4837,0.70711,0.06701,0.29025,0.06635,2.056642,2.319155,1.413903,1.599706,39.505776,0.627062,0.063029,0.259908,0.02036,0.04665
0.95,80,-0.48891,1.4837,0.70711,0.06611,0.28925,0.06548,2.070923,2.333427,1.42628,1.612267,41.518607,0.628919,0.062201,0.258879,0.01941,0.04669
0.95,84,-0.48891,1.4837,0.70711,0.06528,0.28834,0.06468,2.08403,2.346464,1.437652,1.623744,43.530406,0.630613,0.061447,0.25794,0.01855,0.04674
0.95,88,-0.48891,1.4837,0.70711,0.06453,0.2875,0.06395,2.096098,2.358414,1.448129,1.634267,45.541295,0.632164,0.060756,0.257079,0.01776,0.04677
0.95,92,-0.48891,1.4837,0.70711,0.06384,0.28673,0.06329,2.107239,2.369402,1.45781,1.643945,47.5514,0.633589,0.060123,0.256288,0.01703,0.04681
0.95,96,-0.48891,1.4837,0.70711,0.0632,0.28602,0.06267,2.117553,2.379538,1.466777,1.652874,49.560749,0.634904,0.059538,0.255558,0.01636,0.04684
0.95,100,-0.48891,1.4837,0.70711,0.06261,0.28536,0.0621,2.127127,2.388915,1.475104,1.661135,51.569479,0.636119,0.058998,0.254882,0.01575,0.04687
0.95,104,-0.48891,1.4837,0.70711,0.06207,0.28475,0.06158,2.136033,2.397613,1.482855,1.6688,53.577579,0.637247,0.058498,0.254255,0.01517,0.0469
0.95,108,-0.48891,1.4837,0.70711,0.06156,0.28418,0.06109,2.144337,2.405703,1.490084,1.675929,55.585134,0.638296,0.058032,0.253672,0.01464,0.04692
0.95,112,-0.48891,1.4837,0.70711,0.06109,0.28366,0.06063,2.1521,2.413246,1.496843,1.682577,57.592242,0.639274,0.057598,0.253127,0.01414,0.04695
0.95,116,-0.48891,1.4837,0.70711,0.06065,0.28316,0.0602,2.159364,2.420289,1.503171,1.688785,59.598893,0.640188,0.057193,0.252619,0.01368,0.04697
0.95,120,-0.48891,1.4837,0.70711,0.06023,0.2827,0.0598,2.166181,2.426887,1.509111,1.6946,61.605103,0.641044,0.056813,0.252143,0.01324,0.04699
0.95,124,-0.48891,1.4837,0.70711,0.05984,0.28226,0.05943,2.172591,2.433081,1.514697,1.70006,63.610984,0.641848,0.056457,0.251695,0.01284,0.04701
0.95,128,-0.48891,1.4837,0.70711,0.05948,0.28185,0.05908,2.178624,2.4389,1.519955,1.70519,65.616544,0.642604,0.056122,0.251274,0.01245,0.04703
0.95,132,-0.48891,1.4837,0.70711,0.05914,0.28147,0.05874,2.184313,2.44438,1.524914,1.710021,67.621737,0.643316,0.055806,0.250878,0.01209,0.04704
0.95,136,-0.48891,1.4837,0.70711,0.05881,0.2811,0.05843,2.189687,2.449549,1.529599,1.714578,69.626712,0.643988,0.055508,0.250504,0.01175,0.04706
0.95,140,-0.48891,1.4837,0.70711,0.0585,0.28076,0.05813,2.19477,2.454433,1.534031,1.718885,71.631344,0.644624,0.055227,0.25015,0.01143,0.04707
0.95,144,-0.48891,1.4837,0.70711,0.05821,0.28043,0.05785,2.199586,2.459055,1.538231,1.72296,73.635826,0.645225,0.05496,0.249815,0.01112,0.04709
0.95,148,-0.48891,1.4837,0.70711,0.05794,0.28012,0.05759,2.204154,2.463436,1.542214,1.726822,75.639977,0.645795,0.054707,0.249498,0.01084,0.0471
0.95,152,-0.48891,1.4837,0.70711,0.05768,0.27983,0.05733,2.208493,2.467592,1.545998,1.730486,77.644042,0.646336,0.054468,0.249196,0.01056,0.04712
0.95,156,-0.48891,1.4837,0.70711,0.05743,0.27955,0.05709,2.212619,2.471542,1.549597,1.733969,79.647777,0.646851,0.05424,0.248909,0.0103,0.04713
0.95,160,-0.48891,1.4837,0.70711,0.05719,0.27928,0.05687,2.216548,2.475301,1.553024,1.737283,81.651319,0.647341,0.054023,0.248637,0.01005,0.04714
0.95,164,-0.48891,1.4837,0.70711,0.05697,0.27903,0.05665,2.220294,2.47888,1.556291,1.740439,83.654861,0.647808,0.053816,0.248377,0.00982,0.04715
0.95,168,-0.48891,1.4837,0.70711,0.05675,0.27879,0.05644,2.223867,2.482295,1.559408,1.74345,85.658059,0.648253,0.053618,0.248129,0.00959,0.04716
0.95,172,-0.48891,1.4837,0.70711,0.05655,0.27856,0.05624,2.227276,2.485548,1.562382,1.746318,87.661195,0.648677,0.05343,0.247892,0.00937,0.04717
0.95,176,-0.48891,1.4837,0.70711,0.05635,0.27834,0.05605,2.230541,2.488662,1.56523,1.749065,89.664225,0.649084,0.05325,0.247666,0.00917,0.04718
0.95,180,-0.48891,1.4837,0.70711,0.05616,0.27813,0.05587,2.233665,2.491642,1.567955,1.751692,91.667131,0.649473,0.053078,0.247449,0.00897,0.04719
0.95,184,-0.48891,1.4837,0.70711,0.05598,0.27793,0.0557,2.236658,2.494495,1.570566,1.754207,93.669762,0.649846,0.052913,0.247241,0.00878,0.0472
0.95,188,-0.48891,1.4837,0.70711,0.05581,0.27773,0.05553,2.239528,2.497229,1.57307,1.756618,95.672433,0.650203,0.052755,0.247042,0.0086,0.04721
0.95,192,-0.48891,1.4837,0.70711,0.05564,0.27755,0.05537,2.242282,2.499852,1.575473,1.758931,97.675006,0.650546,0.052603,0.246851,0.00843,0.04722
0.95,196,-0.48891,1.4837,0.70711,0.05549,0.27737,0.05522,2.244928,2.50237,1.577781,1.761152,99.677485,0.650875,0.052457,0.246668,0.00826,0.04723
0.95,200,-0.48891,1.4837,0.70711,0.05533,0.2772,0.05507,2.24747,2.50479,1.579999,1.763285,101.679878,0.651192,0.052317,0.246492,0.0081,0.04723
0.95,4,0.48891,1.4837,0.70711,0.1955,0.49363,0.20543,0.842675,1.116304,0.531812,0.704479,2.555988,0.303281,0.195157,0.451562,0.15528,0.04022
0.95,8,0.48891,1.4837,0.70711,0.13772,0.51354,0.14331,1.191389,1.459736,0.842645,1.031245,4.621918,0.340239,0.13614,0.473621,0.0946,0.04311
0.95,12,0.48891,1.4837,0.70711,0.11321,0.51971,0.11709,1.479037,1.757236,1.111955,1.319656,6.683076,0.358128,0.111232,0.48064,0.06887,0.04434
0.95,16,0.48891,1.4837,0.70711,0.0993,0.52246,0.10229,1.728716,2.019616,1.350478,1.57618,8.730924,0.369014,0.097179,0.483807,0.05427,0.04503
0.95,20,0.48891,1.4837,0.70711,0.0903,0.52385,0.09274,1.949438,2.253371,1.563587,1.805777,10.769699,0.376441,0.088106,0.485453,0.04481,0.04549
0.95,24,0.48891,1.4837,0.70711,0.08399,0.52458,0.08606,2.146441,2.462972,1.755007,2.012227,12.802887,0.381887,0.081754,0.48636,0.03819,0.0458
0.95,28,0.48891,1.4837,0.70711,0.07932,0.52495,0.08111,2.323332,2.651745,1.927596,2.198501,14.832414,0.386085,0.077053,0.486863,0.03328,0.04603
0.95,32,0.48891,1.4837,0.70711,0.07572,0.52511,0.0773,2.482843,2.822324,2.083668,2.367033,16.859345,0.389439,0.073432,0.487129,0.0295,0.04621
0.95,36,0.48891,1.4837,0.70711,0.07286,0.52515,0.07427,2.627154,2.976882,2.225157,2.519872,18.884267,0.392192,0.070557,0.487251,0.0265,0.04636
0.95,40,0.48891,1.4837,0.70711,0.07053,0.52511,0.07181,2.758073,3.11725,2.35371,2.65877,20.907532,0.3945,0.068218,0.487282,0.02405,0.04647
0.95,44,0.48891,1.4837,0.70711,0.0686,0.52503,0.06976,2.877135,3.245011,2.470757,2.785258,22.929381,0.396467,0.066276,0.487257,0.02203,0.04657
0.95,48,0.48891,1.4837,0.70711,0.06697,0.52491,0.06804,2.985653,3.361531,2.577534,2.900661,24.949935,0.398165,0.064639,0.487195,0.02031,0.04665
0.95,52,0.48891,1.4837,0.70711,0.06557,0.52479,0.06657,3.084774,3.46801,2.675135,3.006154,26.96933,0.399648,0.06324,0.487112,0.01885,0.04672
0.95,56,0.48891,1.4837,0.70711,0.06437,0.52465,0.06529,3.175495,3.565503,2.764517,3.102767,28.987646,0.400954,0.06203,0.487016,0.01759,0.04678
0.95,60,0.48891,1.4837,0.70711,0.06331,0.52452,0.06418,3.258689,3.654931,2.846522,3.191406,31.004918,0.402114,0.060973,0.486913,0.01648,0.04683
0.95,64,0.48891,1.4837,0.70711,0.06239,0.52438,0.0632,3.335123,3.737109,2.921894,3.272874,33.021186,0.403151,0.060042,0.486807,0.01551,0.04688
0.95,68,0.48891,1.4837,0.70711,0.06156,0.52425,0.06233,3.405488,3.812774,2.991303,3.347895,35.036581,0.404083,0.059216,0.486701,0.01464,0.04692
0.95,72,0.48891,1.4837,0.70711,0.06083,0.52412,0.06155,3.470384,3.882565,3.055335,3.417102,37.051143,0.404926,0.058477,0.486597,0.01387,0.04696
0.95,76,0.48891,1.4837,0.70711,0.06016,0.524,0.06085,3.530347,3.947056,3.114514,3.481058,39.064845,0.405691,0.057812,0.486497,0.01317,0.04699
0.95,80,0.48891,1.4837,0.70711,0.05956,0.52389,0.06022,3.585847,4.006748,3.169298,3.540261,41.077786,0.406389,0.057211,0.4864,0.01254,0.04702
0.95,84,0.48891,1.4837,0.70711,0.05902,0.52378,0.05965,3.6373,4.062087,3.220096,3.595151,43.089929,0.407028,0.056666,0.486307,0.01197,0.04705
0.95,88,0.48891,1.4837,0.70711,0.05852,0.52367,0.05912,3.685099,4.113496,3.267294,3.646146,45.101459,0.407614,0.056168,0.486218,0.01145,0.04707
0.95,92,0.48891,1.4837,0.70711,0.05807,0.52357,0.05864,3.729573,4.161328,3.311215,3.693594,47.112351,0.408155,0.055711,0.486134,0.01097,0.0471
0.95,96,0.48891,1.4837,0.70711,0.05765,0.52348,0.0582,3.771024,4.205905,3.352153,3.737817,49.122645,0.408654,0.055292,0.486054,0.01053,0.04712
0.95,100,0.48891,1.4837,0.70711,0.05726,0.52339,0.05779,3.809732,4.24753,3.390386,3.779112,51.132456,0.409118,0.054904,0.485978,0.01013,0.04714
0.95,104,0.48891,1.4837,0.70711,0.05691,0.52331,0.05742,3.845916,4.286435,3.426129,3.81771,53.14166,0.409548,0.054546,0.485907,0.00975,0.04715
0.95,108,0.48891,1.4837,0.70711,0.05657,0.52323,0.05707,3.879801,4.322867,3.459604,3.853856,55.15032,0.409949,0.054213,0.485839,0.0094,0.04717
0.95,112,0.48891,1.4837,0.70711,0.05626,0.52315,0.05674,3.911585,4.357034,3.491004,3.887756,57.158557,0.410323,0.053903,0.485775,0.00908,0.04719
0.95,116,0.48891,1.4837,0.70711,0.05598,0.52308,0.05644,3.941438,4.389123,3.520499,3.919594,59.16623,0.410672,0.053614,0.485714,0.00877,0.0472
0.95,120,0.48891,1.4837,0.70711,0.05571,0.52302,0.05615,3.969507,4.419287,3.548232,3.949524,61.173512,0.411,0.053344,0.485656,0.00849,0.04721
0.95,124,0.48891,1.4837,0.70711,0.05545,0.52296,0.05588,3.995964,4.447716,3.574373,3.977732,63.180502,0.411308,0.05309,0.485602,0.00823,0.04723
0.95,128,0.48891,1.4837,0.70711,0.05522,0.5229,0.05563,4.020921,4.474529,3.599033,4.004338,65.187069,0.411598,0.052852,0.48555,0.00798,0.04724
0.95,132,0.48891,1.4837,0.70711,0.05499,0.52284,0.0554,4.044496,4.499853,3.622329,4.029466,67.193365,0.411871,0.052628,0.485502,0.00774,0.04725
0.95,136,0.48891,1.4837,0.70711,0.05478,0.52279,0.05518,4.066795,4.523802,3.644364,4.05323,69.199352,0.412128,0.052417,0.485455,0.00752,0.04726
0.95,140,0.48891,1.4837,0.70711,0.05458,0.52274,0.05497,4.087914,4.546481,3.665233,4.075734,71.205146,0.412372,0.052217,0.485411,0.00731,0.04727
0.95,144,0.48891,1.4837,0.70711,0.05439,0.52269,0.05477,4.107965,4.568009,3.685047,4.097097,73.210887,0.412603,0.052028,0.485369,0.00711,0.04728
0.95,148,0.48891,1.4837,0.70711,0.05422,0.52264,0.05458,4.126975,4.588416,3.703833,4.117346,75.216018,0.412821,0.051849,0.485329,0.00693,0.04729
0.95,152,0.48891,1.4837,0.70711,0.05405,0.5226,0.0544,4.145044,4.607808,3.721689,4.136589,77.22099,0.413029,0.051679,0.485292,0.00675,0.0473
0.95,156,0.48891,1.4837,0.70711,0.05389,0.52256,0.05423,4.162236,4.626256,3.738679,4.154895,79.225741,0.413226,0.051518,0.485255,0.00658,0.04731
0.95,160,0.48891,1.4837,0.70711,0.05373,0.52252,0.05407,4.17861,4.643824,3.754861,4.172328,81.230175,0.413414,0.051365,0.485221,0.00642,0.04731
0.95,164,0.48891,1.4837,0.70711,0.05359,0.52248,0.05391,4.194224,4.660572,3.770291,4.188948,83.234518,0.413593,0.051219,0.485188,0.00627,0.04732
0.95,168,0.48891,1.4837,0.70711,0.05345,0.52244,0.05377,4.209126,4.676554,3.785019,4.204807,85.23868,0.413763,0.05108,0.485157,0.00612,0.04733
0.95,172,0.48891,1.4837,0.70711,0.05332,0.52241,0.05363,4.223359,4.691816,3.799085,4.219952,87.242245,0.413926,0.050947,0.485127,0.00598,0.04733
0.95,176,0.48891,1.4837,0.70711,0.05319,0.52238,0.0535,4.236935,4.70637,3.812502,4.234395,89.245444,0.414081,0.050821,0.485098,0.00585,0.04734
0.95,180,0.48891,1.4837,0.70711,0.05307,0.52235,0.05337,4.249963,4.720334,3.825377,4.248252,91.248999,0.41423,0.050699,0.485071,0.00572,0.04735
0.95,184,0.48891,1.4837,0.70711,0.05295,0.52232,0.05325,4.262444,4.73371,3.837712,4.261525,93.252407,0.414373,0.050583,0.485044,0.0056,0.04735
0.95,188,0.48891,1.4837,0.70711,0.05284,0.52229,0.05313,4.27441,4.746531,3.849538,4.274249,95.255675,0.414509,0.050472,0.485019,0.00548,0.04736
0.95,192,0.48891,1.4837,0.70711,0.05273,0.52226,0.05302,4.285893,4.758832,3.860886,4.286455,97.258813,0.41464,0.050365,0.484995,0.00537,0.04736
0.95,196,0.48891,1.4837,0.70711,0.05263,0.52223,0.05291,4.29692,4.770644,3.871784,4.298177,99.261826,0.414766,0.050262,0.484971,0.00526,0.04737
0.95,200,0.48891,1.4837,0.70711,0.05253,0.52221,0.0528,4.307517,4.781993,3.882258,4.309439,101.264722,0.414887,0.050164,0.484949,0.00516,0.04737
0.95,4,0,0.74432,1,0.25699,0.31364,0.24922,0.788724,1.105829,0.359356,0.503834,2.382185,0.429369,0.236758,0.283874,0.21984,0.03715
0.95,8,0,0.74432,1,0.18159,0.31252,0.17773,1.013047,1.292548,0.507148,0.645159,4.452353,0.505899,0.168848,0.275252,0.14066,0.04092
0.95,12,0,0.74432,1,0.14778,0.3053,0.14517,1.161694,1.424481,0.614779,0.752711,6.532492,0.546915,0.137916,0.265169,0.10517,0.04261
0.95,16,0,0.74432,1,0.12792,0.29874,0.12593,1.272079,1.527079,0.698732,0.839723,8.602546,0.573346,0.119636,0.257017,0.08431,0.0436
0.95,20,0,0.74432,1,0.11473,0.29331,0.11313,1.358423,1.610341,0.766465,0.91165,10.662099,0.591959,0.10747,0.250572,0.07047,0.04426
0.95,24,0,0.74432,1,0.10532,0.28887,0.10396,1.428174,1.679231,0.822356,0.971701,12.713093,0.605818,0.098763,0.24542,0.06058,0.04473
0.95,28,0,0.74432,1,0.09824,0.28521,0.09707,1.485813,1.736865,0.869261,1.022197,14.757178,0.616552,0.092212,0.241235,0.05315,0.04509
0.95,32,0,0.74432,1,0.09272,0.28216,0.09169,1.534266,1.785497,0.909151,1.064951,16.795593,0.625115,0.087101,0.237784,0.04736,0.04536
0.95,36,0,0.74432,1,0.0883,0.2796,0.08737,1.575553,1.826856,0.943448,1.101404,18.829305,0.632105,0.082998,0.234897,0.04271,0.04559
0.95,40,0,0.74432,1,0.08466,0.27742,0.08382,1.611128,1.862297,0.97321,1.132705,20.85907,0.637918,0.079632,0.23245,0.0389,0.04577
0.95,44,0,0.74432,1,0.08163,0.27554,0.08086,1.642071,1.892892,0.999244,1.159773,22.885499,0.642827,0.076818,0.230355,0.03571,0.04592
0.95,48,0,0.74432,1,0.07906,0.27392,0.07835,1.669202,1.919491,1.022176,1.183339,24.909078,0.647026,0.074431,0.228543,0.03301,0.04605
0.95,52,0,0.74432,1,0.07685,0.27249,0.07619,1.693161,1.942772,1.042504,1.203991,26.930214,0.650657,0.072381,0.226962,0.03069,0.04616
0.95,56,0,0.74432,1,0.07493,0.27124,0.07432,1.714453,1.963279,1.060624,1.222202,28.949238,0.653829,0.0706,0.225572,0.02868,0.04625
0.95,60,0,0.74432,1,0.07325,0.27013,0.07267,1.73348,1.981452,1.076859,1.238354,30.96643,0.656621,0.069038,0.224341,0.02691,0.04634
0.95,64,0,0.74432,1,0.07176,0.26914,0.07122,1.750572,1.997647,1.091474,1.252759,32.982022,0.659098,0.067659,0.223244,0.02535,0.04641
0.95,68,0,0.74432,1,0.07044,0.26825,0.06993,1.765996,2.012155,1.104687,1.265672,34.996211,0.661309,0.06643,0.222261,0.02396,0.04648
0.95,72,0,0.74432,1,0.06925,0.26745,0.06877,1.779976,2.025217,1.116681,1.277304,37.009164,0.663295,0.065329,0.221376,0.02272,0.04654
0.95,76,0,0.74432,1,0.06818,0.26673,0.06772,1.792698,2.037029,1.127609,1.287828,39.021052,0.665089,0.064337,0.220574,0.02159,0.04659
0.95,80,0,0.74432,1,0.06722,0.26607,0.06678,1.804316,2.047757,1.1376,1.29739,41.031946,0.666716,0.063438,0.219845,0.02058,0.04664
0.95,84,0,0.74432,1,0.06634,0.26547,0.06592,1.814963,2.05754,1.146764,1.306112,43.041976,0.668199,0.062621,0.21918,0.01965,0.04668
0.95,88,0,0.74432,1,0.06553,0.26491,0.06513,1.824752,2.066493,1.155196,1.314097,45.051232,0.669556,0.061873,0.218571,0.01881,0.04672
0.95,92,0,0.74432,1,0.06479,0.26441,0.06441,1.833778,2.074715,1.162976,1.321432,47.059851,0.670802,0.061187,0.218011,0.01803,0.04676
0.95,96,0,0.74432,1,0.06411,0.26394,0.06374,1.842125,2.082291,1.170175,1.328192,49.067796,0.67195,0.060556,0.217494,0.01732,0.04679
0.95,100,0,0.74432,1,0.06348,0.2635,0.06313,1.849863,2.089293,1.176851,1.33444,51.075177,0.673012,0.059972,0.217016,0.01666,0.04683
0.95,104,0,0.74432,1,0.0629,0.2631,0.06256,1.857055,2.095781,1.18306,1.340232,53.082047,0.673996,0.059432,0.216572,0.01605,0.04685
0.95,108,0,0.74432,1,0.06236,0.26273,0.06203,1.863752,2.101807,1.188842,1.34561,55.088355,0.67491,0.05893,0.21616,0.01548,0.04688
0.95,112,0,0.74432,1,0.06186,0.26238,0.06154,1.870008,2.107422,1.194246,1.350623,57.094357,0.675762,0.058462,0.215776,0.01495,0.04691
0.95,116,0,0.74432,1,0.06139,0.26205,0.06108,1.875861,2.112665,1.199303,1.355305,59.099979,0.676559,0.058025,0.215416,0.01446,0.04693
0.95,120,0,0.74432,1,0.06095,0.26175,0.06065,1.881349,2.117572,1.204044,1.359685,61.105254,0.677304,0.057616,0.21508,0.01399,0.04695
0.95,124,0,0.74432,1,0.06053,0.26146,0.06024,1.886503,2.122172,1.208499,1.363793,63.110211,0.678004,0.057232,0.214764,0.01356,0.04697
0.95,128,0,0.74432,1,0.06015,0.26119,0.05986,1.891353,2.126494,1.212691,1.367653,65.114878,0.678661,0.056872,0.214467,0.01315,0.04699
0.95,132,0,0.74432,1,0.05978,0.26094,0.05951,1.895924,2.130562,1.216643,1.371285,67.119387,0.679281,0.056532,0.214187,0.01277,0.04701
0.95,136,0,0.74432,1,0.05943,0.2607,0.05917,1.900239,2.134398,1.220374,1.374711,69.123554,0.679865,0.056212,0.213923,0.01241,0.04703
0.95,140,0,0.74432,1,0.05911,0.26047,0.05885,1.904319,2.13802,1.223902,1.377946,71.127494,0.680417,0.055909,0.213674,0.01206,0.04704
0.95,144,0,0.74432,1,0.0588,0.26026,0.05855,1.908182,2.141446,1.227243,1.381006,73.131224,0.680939,0.055623,0.213438,0.01174,0.04706
0.95,148,0,0.74432,1,0.05851,0.26006,0.05826,1.911846,2.144692,1.230411,1.383905,75.134761,0.681435,0.055351,0.213214,0.01143,0.04707
0.95,152,0,0.74432,1,0.05823,0.25986,0.05799,1.915324,2.147771,1.233419,1.386655,77.138117,0.681904,0.055094,0.213002,0.01114,0.04709
0.95,156,0,0.74432,1,0.05797,0.25968,0.05774,1.91863,2.150696,1.236279,1.389267,79.141306,0.682351,0.054849,0.2128,0.01087,0.0471
0.95,160,0,0.74432,1,0.05772,0.25951,0.05749,1.921785,2.153485,1.239008,1.391758,81.144816,0.682777,0.054615,0.212607,0.0106,0.04711
0.95,164,0,0.74432,1,0.05748,0.25934,0.05726,1.924785,2.156134,1.241602,1.394124,83.147813,0.683182,0.054394,0.212424,0.01035,0.04713
0.95,168,0,0.74432,1,0.05725,0.25918,0.05703,1.927646,2.15866,1.244078,1.39638,85.150691,0.683569,0.054182,0.21225,0.01011,0.04714
0.95,172,0,0.74432,1,0.05703,0.25903,0.05682,1.930379,2.161071,1.246442,1.398534,87.153283,0.683937,0.05398,0.212083,0.00988,0.04715
0.95,176,0,0.74432,1,0.05682,0.25889,0.05662,1.932991,2.163374,1.248702,1.400591,89.155936,0.68429,0.053787,0.211923,0.00966,0.04716
0.95,180,0,0.74432,1,0.05662,0.25875,0.05642,1.935491,2.165578,1.250864,1.402559,91.158281,0.684627,0.053602,0.211771,0.00946,0.04717
0.95,184,0,0.74432,1,0.05643,0.25862,0.05624,1.937886,2.167687,1.252936,1.404443,93.160739,0.68495,0.053425,0.211625,0.00926,0.04718
0.95,188,0,0.74432,1,0.05625,0.25849,0.05606,1.940181,2.169708,1.254921,1.406248,95.162862,0.68526,0.053255,0.211485,0.00906,0.04719
0.95,192,0,0.74432,1,0.05608,0.25837,0.05589,1.942384,2.171646,1.256827,1.407979,97.165152,0.685557,0.053092,0.211351,0.00888,0.0472
0.95,196,0,0.74432,1,0.05591,0.25825,0.05572,1.944499,2.173506,1.258657,1.409641,99.167382,0.685842,0.052936,0.211222,0.0087,0.0472
0.95,200,0,0.74432,1,0.05575,0.25814,0.05556,1.946531,2.175294,1.260415,1.411238,101.169218,0.686116,0.052786,0.211098,0.00853,0.04721
0.95,4,0,1.05263,1,0.24147,0.36097,0.24147,0.821766,1.140392,0.424212,0.588693,2.468584,0.397555,0.229401,0.323045,0.20355,0.03793
0.95,8,0,1.05263,1,0.17302,0.35341,0.17302,1.074374,1.356928,0.600808,0.754445,4.573012,0.473566,0.164372,0.312062,0.13167,0.04135
0.95,12,0,1.05263,1,0.14192,0.34315,0.14192,1.244737,1.508967,0.729808,0.879598,6.674452,0.514928,0.134829,0.300243,0.09902,0.0429
0.95,16,0,1.05263,1,0.12351,0.33465,0.12351,1.372677,1.627777,0.830829,0.981604,8.760039,0.541848,0.117331,0.290821,0.07968,0.04382
0.95,20,0,1.05263,1,0.11122,0.32784,0.11122,1.473577,1.725344,0.912639,1.067065,10.831783,0.560938,0.105656,0.283406,0.06678,0.04444
0.95,24,0,1.05263,1,0.1024,0.32237,0.1024,1.55561,1.807226,0.980382,1.139457,12.892754,0.575228,0.097283,0.277489,0.05752,0.04488
0.95,28,0,1.05263,1,0.09576,0.3179,0.09576,1.623754,1.876688,1.037412,1.201153,14.945219,0.586342,0.090971,0.272687,0.05055,0.04521
0.95,32,0,1.05263,1,0.09057,0.3142,0.09057,1.681291,1.936032,1.086054,1.254001,16.990809,0.595237,0.086037,0.268726,0.04509,0.04547
0.95,36,0,1.05263,1,0.08639,0.31109,0.08639,1.730504,1.987042,1.127986,1.299508,19.030743,0.602518,0.082072,0.26541,0.04071,0.04568
0.95,40,0,1.05263,1,0.08296,0.30845,0.08296,1.773049,2.031147,1.164462,1.338907,21.06596,0.608587,0.078813,0.2626,0.03711,0.04585
0.95,44,0,1.05263,1,0.08009,0.30619,0.08009,1.810161,2.069506,1.196439,1.373209,23.09721,0.613722,0.076087,0.260192,0.0341,0.046
0.95,48,0,1.05263,1,0.07765,0.30422,0.07765,1.842785,2.103062,1.224664,1.403242,25.12508,0.618122,0.073771,0.258107,0.03154,0.04612
0.95,52,0,1.05263,1,0.07556,0.30251,0.07556,1.871661,2.132584,1.249729,1.429685,27.150058,0.621932,0.071781,0.256287,0.02934,0.04622
0.95,56,0,1.05263,1,0.07374,0.301,0.07374,1.897373,2.158699,1.272109,1.453092,29.172541,0.625264,0.07005,0.254686,0.02742,0.04631
0.95,60,0,1.05263,1,0.07214,0.29966,0.07214,1.920394,2.181922,1.292193,1.473919,31.192875,0.628201,0.068532,0.253267,0.02575,0.04639
0.95,64,0,1.05263,1,0.07073,0.29847,0.07073,1.941107,2.202679,1.310298,1.492544,33.211312,0.630808,0.067189,0.252003,0.02426,0.04646
0.95,68,0,1.05263,1,0.06947,0.2974,0.06947,1.959828,2.221321,1.326689,1.509278,35.228113,0.633139,0.065993,0.250868,0.02294,0.04653
