XLA,S,RHO,SDA,SDS,P(DOWN),P(IDLE),P(LOSS),MEAN_NS,MEANWTS,MEAN_NQ,MEANWTQ,MEAN_CL,RLWSR,RDLOS,RCLOS,P(CS_SH),P(DN_SK)
0.1,124,0,7.07107,0.70711,0.04926,0.86243,0.04843,0.089629,0.941909,0.00132,0.013867,62.85835,0.086156,0.004843,0.009001,0.00172,0.04754
0.1,128,0,7.07107,0.70711,0.04921,0.86248,0.0484,0.089633,0.941921,0.00132,0.013867,64.859015,0.086159,0.00484,0.009,0.00167,0.04754
0.1,132,0,7.07107,0.70711,0.04916,0.86252,0.04838,0.089636,0.941932,0.00132,0.013868,66.859242,0.086162,0.004838,0.009,0.00162,0.04754
0.1,136,0,7.07107,0.70711,0.04912,0.86256,0.04836,0.089639,0.941943,0.00132,0.013868,68.858597,0.086165,0.004836,0.008999,0.00157,0.04754
0.1,140,0,7.07107,0.70711,0.04907,0.8626,0.04834,0.089642,0.941953,0.00132,0.013869,70.858716,0.086168,0.004834,0.008998,0.00153,0.04755
0.1,144,0,7.07107,0.70711,0.04903,0.86264,0.04832,0.089645,0.941962,0.00132,0.013869,72.859705,0.086171,0.004832,0.008997,0.00149,0.04755
0.1,148,0,7.07107,0.70711,0.049,0.86268,0.0483,0.089647,0.941971,0.00132,0.013869,74.859827,0.086173,0.00483,0.008997,0.00145,0.04755
0.1,152,0,7.07107,0.70711,0.04896,0.86271,0.04828,0.08965,0.94198,0.00132,0.01387,76.858859,0.086176,0.004828,0.008996,0.00141,0.04755
0.1,156,0,7.07107,0.70711,0.04893,0.86274,0.04826,0.089652,0.941988,0.00132,0.01387,78.858864,0.086178,0.004826,0.008996,0.00137,0.04755
0.1,160,0,7.07107,0.70711,0.04889,0.86277,0.04825,0.089655,0.941996,0.00132,0.01387,80.860203,0.08618,0.004825,0.008995,0.00134,0.04756
0.1,164,0,7.07107,0.70711,0.04886,0.8628,0.04823,0.089657,0.942003,0.00132,0.013871,82.860336,0.086182,0.004823,0.008995,0.00131,0.04756
0.1,168,0,7.07107,0.70711,0.04883,0.86283,0.04822,0.089659,0.94201,0.00132,0.013871,84.858906,0.086184,0.004822,0.008994,0.00127,0.04756
0.1,172,0,7.07107,0.70711,0.04881,0.86285,0.04821,0.089661,0.942017,0.00132,0.013871,86.858939,0.086186,0.004821,0.008994,0.00125,0.04756
0.1,176,0,7.07107,0.70711,0.04878,0.86288,0.04819,0.089662,0.942023,0.00132,0.013871,88.859711,0.086188,0.004819,0.008993,0.00122,0.04756
0.1,180,0,7.07107,0.70711,0.04875,0.8629,0.04818,0.089664,0.942029,0.00132,0.013872,90.860869,0.086189,0.004818,0.008993,0.00119,0.04756
0.1,184,0,7.07107,0.70711,0.04873,0.86293,0.04817,0.089666,0.942035,0.00132,0.013872,92.860925,0.086191,0.004817,0.008992,0.00116,0.04756
0.1,188,0,7.07107,0.70711,0.0487,0.86295,0.04816,0.089668,0.94204,0.00132,0.013872,94.859391,0.086192,0.004816,0.008992,0.00114,0.04756
0.1,192,0,7.07107,0.70711,0.04868,0.86297,0.04814,0.089669,0.942046,0.00132,0.013872,96.858965,0.086194,0.004814,0.008992,0.00112,0.04757
0.1,196,0,7.07107,0.70711,0.04866,0.86299,0.04813,0.089671,0.942051,0.00132,0.013872,98.858948,0.086195,0.004813,0.008991,0.00109,0.04757
0.1,200,0,7.07107,0.70711,0.04864,0.86301,0.04812,0.089672,0.942056,0.00132,0.013873,100.860294,0.086197,0.004812,0.008991,0.00107,0.04757
0.1,4,0,10,0.70711,0.086,0.83331,0.086,0.086636,0.947877,0.005951,0.065111,2.873137,0.078717,0.0086,0.012683,0.0403,0.0457
0.1,8,0,10,0.70711,0.06927,0.84694,0.06927,0.090109,0.968145,0.006317,0.067867,4.904695,0.081748,0.006927,0.011325,0.02273,0.04654
0.1,12,0,10,0.70711,0.06281,0.85217,0.06281,0.091484,0.976147,0.006466,0.068988,6.932308,0.082945,0.006281,0.010774,0.01595,0.04686
0.1,16,0,10,0.70711,0.05933,0.85499,0.05933,0.092228,0.980438,0.006547,0.069591,8.949423,0.083591,0.005933,0.010476,0.01229,0.04703
0.1,20,0,10,0.70711,0.05714,0.85676,0.05714,0.092694,0.983113,0.006597,0.069967,10.960207,0.083997,0.005714,0.010289,0.01,0.04714
0.1,24,0,10,0.70711,0.05565,0.85797,0.05565,0.093014,0.98494,0.006632,0.070223,12.96754,0.084275,0.005565,0.010161,0.00843,0.04722
0.1,28,0,10,0.70711,0.05455,0.85886,0.05455,0.093247,0.986267,0.006657,0.07041,14.972858,0.084477,0.005455,0.010067,0.00728,0.04727
0.1,32,0,10,0.70711,0.05373,0.85953,0.05373,0.093424,0.987274,0.006676,0.070551,16.976902,0.084632,0.005373,0.009996,0.00641,0.04731
0.1,36,0,10,0.70711,0.05307,0.86006,0.05307,0.093563,0.988065,0.006691,0.070663,18.980083,0.084753,0.005307,0.00994,0.00573,0.04735
0.1,40,0,10,0.70711,0.05255,0.86048,0.05255,0.093675,0.988703,0.006704,0.070752,20.98264,0.08485,0.005255,0.009895,0.00517,0.04737
0.1,44,0,10,0.70711,0.05211,0.86083,0.05211,0.093768,0.989228,0.006714,0.070826,22.984764,0.084931,0.005211,0.009858,0.00472,0.04739
0.1,48,0,10,0.70711,0.05175,0.86113,0.05175,0.093845,0.989667,0.006722,0.070888,24.986524,0.084998,0.005175,0.009827,0.00434,0.04741
0.1,52,0,10,0.70711,0.05144,0.86138,0.05144,0.093911,0.99004,0.006729,0.07094,26.98803,0.085056,0.005144,0.0098,0.00401,0.04743
0.1,56,0,10,0.70711,0.05117,0.86159,0.05117,0.093968,0.990362,0.006735,0.070985,28.989344,0.085105,0.005117,0.009777,0.00373,0.04744
0.1,60,0,10,0.70711,0.05094,0.86178,0.05094,0.094018,0.990641,0.006741,0.071024,30.990442,0.085148,0.005094,0.009758,0.00349,0.04745
0.1,64,0,10,0.70711,0.05074,0.86195,0.05074,0.094061,0.990886,0.006745,0.071059,32.991469,0.085186,0.005074,0.00974,0.00328,0.04746
0.1,68,0,10,0.70711,0.05056,0.86209,0.05056,0.094099,0.991102,0.00675,0.071089,34.992293,0.085219,0.005056,0.009725,0.00309,0.04747
0.1,72,0,10,0.70711,0.0504,0.86222,0.0504,0.094134,0.991295,0.006753,0.071116,36.993125,0.085249,0.00504,0.009711,0.00292,0.04748
0.1,76,0,10,0.70711,0.05026,0.86234,0.05026,0.094164,0.991468,0.006757,0.071141,38.993818,0.085276,0.005026,0.009699,0.00277,0.04749
0.1,80,0,10,0.70711,0.05013,0.86244,0.05013,0.094192,0.991624,0.00676,0.071163,40.994397,0.0853,0.005013,0.009688,0.00263,0.04749
0.1,84,0,10,0.70711,0.05001,0.86254,0.05001,0.094217,0.991766,0.006762,0.071183,42.995047,0.085322,0.005001,0.009678,0.00251,0.0475
0.1,88,0,10,0.70711,0.0499,0.86262,0.0499,0.09424,0.991894,0.006765,0.071201,44.99548,0.085341,0.00499,0.009668,0.0024,0.0475
0.1,92,0,10,0.70711,0.0498,0.8627,0.0498,0.094261,0.992012,0.006767,0.071217,46.996059,0.08536,0.00498,0.00966,0.00229,0.04751
0.1,96,0,10,0.70711,0.04971,0.86277,0.04971,0.09428,0.99212,0.006769,0.071232,48.99637,0.085376,0.004971,0.009652,0.0022,0.04751
0.1,100,0,10,0.70711,0.04963,0.86284,0.04963,0.094297,0.992219,0.006771,0.071246,50.99677,0.085392,0.004963,0.009645,0.00211,0.04752
0.1,104,0,10,0.70711,0.04956,0.8629,0.04956,0.094314,0.992311,0.006773,0.071259,52.9973,0.085406,0.004956,0.009639,0.00203,0.04752
0.1,108,0,10,0.70711,0.04948,0.86296,0.04948,0.094329,0.992396,0.006775,0.071271,54.997456,0.085419,0.004948,0.009633,0.00196,0.04753
0.1,112,0,10,0.70711,0.04942,0.86301,0.04942,0.094343,0.992475,0.006776,0.071282,56.997933,0.085431,0.004942,0.009627,0.00189,0.04753
0.1,116,0,10,0.70711,0.04936,0.86306,0.04936,0.094356,0.992549,0.006777,0.071293,58.998308,0.085443,0.004936,0.009622,0.00183,0.04753
0.1,120,0,10,0.70711,0.0493,0.86311,0.0493,0.094368,0.992618,0.006779,0.071302,60.998329,0.085453,0.00493,0.009617,0.00177,0.04753
0.1,124,0,10,0.70711,0.04925,0.86315,0.04925,0.09438,0.992682,0.00678,0.071311,62.99878,0.085463,0.004925,0.009612,0.00171,0.04754
0.1,128,0,10,0.70711,0.0492,0.86319,0.0492,0.09439,0.992743,0.006781,0.07132,64.999126,0.085472,0.00492,0.009608,0.00166,0.04754
0.1,132,0,10,0.70711,0.04915,0.86323,0.04915,0.094401,0.9928,0.006782,0.071328,66.999004,0.085481,0.004915,0.009604,0.00161,0.04754
0.1,136,0,10,0.70711,0.0491,0.86327,0.0491,0.09441,0.992853,0.006783,0.071335,68.999228,0.085489,0.00491,0.0096,0.00156,0.04754
0.1,140,0,10,0.70711,0.04906,0.8633,0.04906,0.094419,0.992904,0.006784,0.071342,70.999825,0.085497,0.004906,0.009596,0.00152,0.04755
0.1,144,0,10,0.70711,0.04902,0.86333,0.04902,0.094427,0.992951,0.006785,0.071349,72.999757,0.085505,0.004902,0.009593,0.00147,0.04755
0.1,148,0,10,0.70711,0.04899,0.86337,0.04899,0.094435,0.992997,0.006786,0.071355,74.999751,0.085512,0.004899,0.00959,0.00143,0.04755
0.1,152,0,10,0.70711,0.04895,0.86339,0.04895,0.094443,0.993039,0.006787,0.071362,77.000448,0.085518,0.004895,0.009587,0.0014,0.04755
0.1,156,0,10,0.70711,0.04892,0.86342,0.04892,0.09445,0.99308,0.006788,0.071367,79.000625,0.085525,0.004892,0.009584,0.00136,0.04755
0.1,160,0,10,0.70711,0.04888,0.86345,0.04888,0.094457,0.993119,0.006788,0.071373,81.000167,0.08553,0.004888,0.009581,0.00133,0.04756
0.1,164,0,10,0.70711,0.04885,0.86347,0.04885,0.094464,0.993155,0.006789,0.071378,83.000264,0.085536,0.004885,0.009578,0.0013,0.04756
0.1,168,0,10,0.70711,0.04882,0.8635,0.04882,0.09447,0.99319,0.00679,0.071383,85.00117,0.085542,0.004882,0.009576,0.00127,0.04756
0.1,172,0,10,0.70711,0.0488,0.86352,0.0488,0.094476,0.993224,0.00679,0.071387,87.001345,0.085547,0.00488,0.009574,0.00124,0.04756
0.1,176,0,10,0.70711,0.04877,0.86354,0.04877,0.094482,0.993256,0.006791,0.071392,89.000825,0.085552,0.004877,0.009571,0.00121,0.04756
0.1,180,0,10,0.70711,0.04874,0.86356,0.04874,0.094487,0.993286,0.006792,0.071396,91.000703,0.085556,0.004874,0.009569,0.00118,0.04756
0.1,184,0,10,0.70711,0.04872,0.86358,0.04872,0.094492,0.993315,0.006792,0.0714,93.000926,0.085561,0.004872,0.009567,0.00116,0.04756
0.1,188,0,10,0.70711,0.0487,0.8636,0.0487,0.094497,0.993343,0.006793,0.071404,95.001919,0.085565,0.00487,0.009565,0.00113,0.04757
0.1,192,0,10,0.70711,0.04867,0.86362,0.04867,0.094502,0.99337,0.006793,0.071408,97.002085,0.085569,0.004867,0.009563,0.00111,0.04757
0.1,196,0,10,0.70711,0.04865,0.86363,0.04865,0.094506,0.993395,0.006794,0.071412,99.001003,0.085573,0.004865,0.009561,0.00109,0.04757
0.1,200,0,10,0.70711,0.04863,0.86365,0.04863,0.094511,0.99342,0.006794,0.071415,101.001066,0.085577,0.004863,0.00956,0.00106,0.04757
0.1,4,0,22.44723,0.70711,0.08369,0.8405,0.10817,0.085641,0.960285,0.009824,0.110152,2.933314,0.073968,0.010817,0.015215,0.03787,0.04582
0.1,8,0,22.44723,0.70711,0.06844,0.85099,0.08255,0.091426,0.996461,0.010849,0.118192,5.003205,0.078612,0.008255,0.013133,0.02186,0.04658
0.1,12,0,22.44723,0.70711,0.06237,0.85508,0.07237,0.093849,1.011636,0.011297,0.121731,7.048123,0.080539,0.007237,0.012224,0.01549,0.04688
0.1,16,0,22.44723,0.70711,0.05905,0.85731,0.06679,0.095187,1.019939,0.011546,0.123687,9.075123,0.081601,0.006679,0.01172,0.012,0.04705
0.1,20,0,22.44723,0.70711,0.05695,0.85872,0.06327,0.096034,1.025156,0.011705,0.124919,11.092276,0.082273,0.006327,0.011401,0.00979,0.04715
0.1,24,0,22.44723,0.70711,0.0555,0.8597,0.06084,0.096618,1.028733,0.011814,0.125764,13.104048,0.082736,0.006084,0.01118,0.00827,0.04723
0.1,28,0,22.44723,0.70711,0.05444,0.86041,0.05906,0.097046,1.031338,0.011894,0.126379,15.112636,0.083075,0.005906,0.011019,0.00716,0.04728
0.1,32,0,22.44723,0.70711,0.05363,0.86095,0.05771,0.097372,1.033318,0.011955,0.126847,17.119185,0.083334,0.005771,0.010896,0.00631,0.04732
0.1,36,0,22.44723,0.70711,0.05299,0.86138,0.05664,0.097629,1.034875,0.012003,0.127215,19.124341,0.083538,0.005664,0.010799,0.00564,0.04735
0.1,40,0,22.44723,0.70711,0.05248,0.86173,0.05577,0.097837,1.036132,0.012042,0.127512,21.128512,0.083702,0.005577,0.01072,0.0051,0.04738
0.1,44,0,22.44723,0.70711,0.05205,0.86201,0.05506,0.098008,1.037167,0.012074,0.127756,23.131954,0.083838,0.005506,0.010655,0.00466,0.0474
0.1,48,0,22.44723,0.70711,0.0517,0.86225,0.05446,0.098152,1.038034,0.012101,0.127961,25.134846,0.083953,0.005446,0.010601,0.00428,0.04742
0.1,52,0,22.44723,0.70711,0.05139,0.86245,0.05395,0.098274,1.038772,0.012123,0.128135,27.137318,0.08405,0.005395,0.010555,0.00396,0.04743
0.1,56,0,22.44723,0.70711,0.05113,0.86263,0.05351,0.09838,1.039406,0.012143,0.128285,29.139432,0.084133,0.005351,0.010515,0.00369,0.04744
0.1,60,0,22.44723,0.70711,0.05091,0.86278,0.05313,0.098472,1.039958,0.01216,0.128416,31.141281,0.084206,0.005313,0.01048,0.00345,0.04745
0.1,64,0,22.44723,0.70711,0.05071,0.86292,0.0528,0.098552,1.040443,0.012175,0.12853,33.14287,0.08427,0.00528,0.01045,0.00324,0.04746
0.1,68,0,22.44723,0.70711,0.05053,0.86304,0.0525,0.098624,1.040871,0.012189,0.128632,35.144312,0.084327,0.00525,0.010423,0.00306,0.04747
0.1,72,0,22.44723,0.70711,0.05037,0.86314,0.05224,0.098688,1.041253,0.012201,0.128722,37.145639,0.084377,0.005224,0.010399,0.00289,0.04748
0.1,76,0,22.44723,0.70711,0.05023,0.86324,0.052,0.098745,1.041596,0.012211,0.128803,39.146776,0.084423,0.0052,0.010377,0.00274,0.04749
0.1,80,0,22.44723,0.70711,0.0501,0.86332,0.05178,0.098796,1.041905,0.012221,0.128876,41.147821,0.084464,0.005178,0.010358,0.00261,0.04749
0.1,84,0,22.44723,0.70711,0.04999,0.8634,0.05159,0.098843,1.042184,0.01223,0.128942,43.148663,0.084501,0.005159,0.01034,0.00249,0.0475
0.1,88,0,22.44723,0.70711,0.04988,0.86347,0.05141,0.098885,1.042439,0.012238,0.129002,45.149525,0.084534,0.005141,0.010324,0.00237,0.04751
0.1,92,0,22.44723,0.70711,0.04978,0.86354,0.05125,0.098924,1.042672,0.012245,0.129057,47.150302,0.084565,0.005125,0.01031,0.00227,0.04751
0.1,96,0,22.44723,0.70711,0.0497,0.8636,0.0511,0.09896,1.042886,0.012252,0.129108,49.151143,0.084594,0.00511,0.010296,0.00218,0.04752
0.1,100,0,22.44723,0.70711,0.04961,0.86365,0.05097,0.098993,1.043083,0.012258,0.129154,51.151829,0.08462,0.005097,0.010284,0.00209,0.04752
0.1,104,0,22.44723,0.70711,0.04954,0.8637,0.05084,0.099024,1.043265,0.012264,0.129197,53.152434,0.084644,0.005084,0.010272,0.00202,0.04752
0.1,108,0,22.44723,0.70711,0.04947,0.86375,0.05072,0.099052,1.043434,0.012269,0.129237,55.153022,0.084666,0.005072,0.010261,0.00194,0.04753
0.1,112,0,22.44723,0.70711,0.0494,0.86379,0.05061,0.099078,1.04359,0.012274,0.129274,57.153322,0.084687,0.005061,0.010252,0.00187,0.04753
0.1,116,0,22.44723,0.70711,0.04934,0.86383,0.05051,0.099102,1.043737,0.012278,0.129309,59.153803,0.084707,0.005051,0.010242,0.00181,0.04753
0.1,120,0,22.44723,0.70711,0.04929,0.86387,0.05042,0.099125,1.043873,0.012283,0.129341,61.154254,0.084725,0.005042,0.010234,0.00175,0.04754
0.1,124,0,22.44723,0.70711,0.04923,0.86391,0.05033,0.099147,1.044001,0.012287,0.129371,63.154731,0.084742,0.005033,0.010226,0.00169,0.04754
0.1,128,0,22.44723,0.70711,0.04918,0.86394,0.05024,0.099167,1.044121,0.01229,0.129399,65.155421,0.084758,0.005024,0.010218,0.00164,0.04754
0.1,132,0,22.44723,0.70711,0.04914,0.86397,0.05016,0.099186,1.044234,0.012294,0.129426,67.15584,0.084773,0.005016,0.010211,0.00159,0.04754
0.1,136,0,22.44723,0.70711,0.04909,0.864,0.05009,0.099203,1.04434,0.012297,0.129451,69.156186,0.084787,0.005009,0.010204,0.00155,0.04755
0.1,140,0,22.44723,0.70711,0.04905,0.86403,0.05002,0.09922,1.04444,0.0123,0.129475,71.156564,0.0848,0.005002,0.010198,0.0015,0.04755
0.1,144,0,22.44723,0.70711,0.04901,0.86406,0.04996,0.099236,1.044534,0.012303,0.129497,73.156306,0.084813,0.004996,0.010192,0.00146,0.04755
0.1,148,0,22.44723,0.70711,0.04897,0.86408,0.04989,0.099251,1.044624,0.012306,0.129518,75.156582,0.084824,0.004989,0.010186,0.00142,0.04755
0.1,152,0,22.44723,0.70711,0.04894,0.8641,0.04983,0.099265,1.044709,0.012309,0.129538,77.156844,0.084836,0.004983,0.010181,0.00139,0.04755
0.1,156,0,22.44723,0.70711,0.04891,0.86413,0.04978,0.099279,1.044789,0.012311,0.129557,79.157095,0.084846,0.004978,0.010176,0.00135,0.04755
0.1,160,0,22.44723,0.70711,0.04887,0.86415,0.04972,0.099292,1.044866,0.012314,0.129575,81.157335,0.084857,0.004972,0.010171,0.00132,0.04756
0.1,164,0,22.44723,0.70711,0.04884,0.86417,0.04967,0.099304,1.044939,0.012316,0.129593,83.158457,0.084866,0.004967,0.010166,0.00129,0.04756
0.1,168,0,22.44723,0.70711,0.04881,0.86419,0.04963,0.099316,1.045009,0.012318,0.129609,85.158688,0.084876,0.004963,0.010162,0.00126,0.04756
0.1,172,0,22.44723,0.70711,0.04879,0.86421,0.04958,0.099327,1.045075,0.01232,0.129625,87.158981,0.084884,0.004958,0.010158,0.00123,0.04756
0.1,176,0,22.44723,0.70711,0.04876,0.86422,0.04953,0.099337,1.045138,0.012322,0.12964,89.159179,0.084893,0.004953,0.010154,0.0012,0.04756
0.1,180,0,22.44723,0.70711,0.04874,0.86424,0.04949,0.099347,1.045199,0.012324,0.129654,91.159456,0.084901,0.004949,0.01015,0.00117,0.04756
0.1,184,0,22.44723,0.70711,0.04871,0.86426,0.04945,0.099357,1.045256,0.012326,0.129668,93.159509,0.084909,0.004945,0.010146,0.00115,0.04756
0.1,188,0,22.44723,0.70711,0.04869,0.86427,0.04941,0.099366,1.045312,0.012328,0.129681,95.158371,0.084916,0.004941,0.010143,0.00112,0.04757
0.1,192,0,22.44723,0.70711,0.04867,0.86429,0.04938,0.099375,1.045365,0.012329,0.129693,97.158689,0.084923,0.004938,0.010139,0.0011,0.04757
0.1,196,0,22.44723,0.70711,0.04865,0.8643,0.04934,0.099384,1.045415,0.012331,0.129705,99.158822,0.08493,0.004934,0.010136,0.00108,0.04757
0.1,200,0,22.44723,0.70711,0.04863,0.86432,0.04931,0.099392,1.045464,0.012332,0.129717,101.158951,0.084936,0.004931,0.010133,0.00106,0.04757
0.1,4,-0.48891,14.0952,0.70711,0.07993,0.85216,0.06026,0.110421,1.175018,0.042505,0.452307,3.347202,0.066259,0.006026,0.027714,0.03392,0.046
0.1,8,-0.48891,14.0952,0.70711,0.06647,0.86057,0.05493,0.116071,1.228165,0.043107,0.456118,5.255289,0.071184,0.005493,0.023323,0.01979,0.04668
0.1,12,-0.48891,14.0952,0.70711,0.06133,0.8619,0.05297,0.120143,1.268625,0.04338,0.458059,7.344551,0.074891,0.005297,0.019812,0.0144,0.04693
0.1,16,-0.48891,14.0952,0.70711,0.05833,0.86327,0.0518,0.121927,1.285868,0.043529,0.459057,9.366414,0.076486,0.00518,0.018334,0.01125,0.04708
0.1,20,-0.48891,14.0952,0.70711,0.05641,0.86414,0.05105,0.123081,1.297004,0.043624,0.459698,11.378642,0.077519,0.005105,0.017377,0.00923,0.04718
0.1,24,-0.48891,14.0952,0.70711,0.05507,0.8647,0.05053,0.123916,1.305091,0.043691,0.460151,13.391103,0.078268,0.005053,0.016679,0.00783,0.04725
0.1,28,-0.48891,14.0952,0.70711,0.05409,0.86513,0.05014,0.124521,1.310934,0.04374,0.460482,15.399029,0.078811,0.005014,0.016175,0.00679,0.0473
0.1,32,-0.48891,14.0952,0.70711,0.05334,0.86546,0.04985,0.124985,1.315418,0.043777,0.460735,17.405141,0.079227,0.004985,0.015788,0.006,0.04733
0.1,36,-0.48891,14.0952,0.70711,0.05274,0.86572,0.04962,0.125353,1.318969,0.043807,0.460936,19.410077,0.079557,0.004962,0.015481,0.00538,0.04736
0.1,40,-0.48891,14.0952,0.70711,0.05225,0.86592,0.04943,0.125652,1.321846,0.043831,0.461099,21.414042,0.079825,0.004943,0.015233,0.00487,0.04739
0.1,44,-0.48891,14.0952,0.70711,0.05185,0.8661,0.04927,0.125898,1.324225,0.043851,0.461233,23.417327,0.080046,0.004927,0.015027,0.00445,0.04741
0.1,48,-0.48891,14.0952,0.70711,0.05152,0.86624,0.04914,0.126106,1.326225,0.043868,0.461346,25.420091,0.080232,0.004914,0.014854,0.00409,0.04742
0.1,52,-0.48891,14.0952,0.70711,0.05123,0.86637,0.04903,0.126283,1.32793,0.043882,0.461442,27.422449,0.080391,0.004903,0.014706,0.00379,0.04744
0.1,56,-0.48891,14.0952,0.70711,0.05098,0.86648,0.04893,0.126436,1.329401,0.043895,0.461526,29.424479,0.080528,0.004893,0.014579,0.00353,0.04745
0.1,60,-0.48891,14.0952,0.70711,0.05077,0.86657,0.04885,0.126569,1.330683,0.043905,0.461598,31.426254,0.080647,0.004885,0.014468,0.00331,0.04746
0.1,64,-0.48891,14.0952,0.70711,0.05058,0.86665,0.04877,0.126686,1.33181,0.043915,0.461662,33.427813,0.080752,0.004877,0.014371,0.00311,0.04747
0.1,68,-0.48891,14.0952,0.70711,0.05041,0.86672,0.04871,0.126789,1.332808,0.043923,0.461718,35.429186,0.080845,0.004871,0.014284,0.00293,0.04748
