XLA,MU,THT,DT1,DT2,N,S,RHO,SDA,SDS,P(DOWN),P(IDLE),P(LOSS),MEAN_NS,MEANWTS,MEAN_NQ,MEANWTQ,MEAN_CL,RLWSR,RDLOS,RCLOS,P(CS_SH),P(DN_SK)
0.8,1,0.1,1,2,4,140,0,0.88388,1,0.05786,0.33557,0.0575,1.338666,1.777566,0.732101,0.973437,71.067133,0.606564,0.045998,0.147438,0.01075,0.04711
0.8,1,0.1,1,2,4,144,0,0.88388,1,0.05759,0.33545,0.05723,1.340463,1.77939,0.733501,0.974951,73.06967,0.606962,0.045785,0.147253,0.01047,0.04712
0.8,1,0.1,1,2,4,148,0,0.88388,1,0.05732,0.33534,0.05698,1.342168,1.781121,0.734829,0.976388,75.072169,0.60734,0.045584,0.147077,0.01019,0.04713
0.8,1,0.1,1,2,4,152,0,0.88388,1,0.05708,0.33523,0.05674,1.343787,1.782762,0.736089,0.977751,77.074539,0.607698,0.045392,0.14691,0.00993,0.04715
0.8,1,0.1,1,2,4,156,0,0.88388,1,0.05684,0.33512,0.05651,1.345325,1.784321,0.737287,0.979045,79.07679,0.608038,0.04521,0.146751,0.00968,0.04716
0.8,1,0.1,1,2,4,160,0,0.88388,1,0.05662,0.33502,0.0563,1.346788,1.785803,0.738426,0.980276,81.078931,0.608362,0.045037,0.146601,0.00945,0.04717
0.8,1,0.1,1,2,4,164,0,0.88388,1,0.0564,0.33493,0.05609,1.348182,1.787215,0.739511,0.981447,83.08097,0.608671,0.044872,0.146457,0.00922,0.04718
0.8,1,0.1,1,2,4,168,0,0.88388,1,0.0562,0.33484,0.05589,1.349511,1.78856,0.740546,0.982564,85.082913,0.608965,0.044715,0.14632,0.00901,0.04719
0.8,1,0.1,1,2,4,172,0,0.88388,1,0.056,0.33475,0.05571,1.35078,1.789843,0.741535,0.98363,87.085208,0.609246,0.044565,0.146189,0.0088,0.0472
0.8,1,0.1,1,2,4,176,0,0.88388,1,0.05582,0.33467,0.05553,1.351998,1.791075,0.742482,0.984652,89.087176,0.609515,0.044421,0.146064,0.00861,0.04721
0.8,1,0.1,1,2,4,180,0,0.88388,1,0.05564,0.33459,0.05535,1.353158,1.792248,0.743386,0.985626,91.088995,0.609772,0.044284,0.145944,0.00842,0.04722
0.8,1,0.1,1,2,4,184,0,0.88388,1,0.05547,0.33451,0.05519,1.354269,1.793371,0.744251,0.986558,93.090562,0.610018,0.044153,0.14583,0.00824,0.04723
0.8,1,0.1,1,2,4,188,0,0.88388,1,0.05531,0.33444,0.05503,1.355334,1.794446,0.745081,0.987451,95.092259,0.610254,0.044027,0.14572,0.00807,0.04723
0.8,1,0.1,1,2,4,192,0,0.88388,1,0.05515,0.33437,0.05488,1.356356,1.795478,0.745876,0.988308,97.093676,0.61048,0.043906,0.145615,0.00791,0.04724
0.8,1,0.1,1,2,4,196,0,0.88388,1,0.055,0.3343,0.05474,1.357337,1.796468,0.74664,0.98913,99.095269,0.610697,0.04379,0.145513,0.00775,0.04725
0.8,1,0.1,1,2,4,200,0,0.88388,1,0.05486,0.33424,0.0546,1.358279,1.79742,0.747374,0.98992,101.096547,0.610905,0.043678,0.145416,0.0076,0.04726
0.8,1,0.1,1,2,4,4,0,1.25,1,0.2267,0.40604,0.2267,0.691009,1.11698,0.323752,0.523329,2.513825,0.367256,0.18136,0.251384,0.18804,0.03866
0.8,1,0.1,1,2,4,8,0,1.25,1,0.1624,0.40415,0.1624,0.879129,1.304701,0.445678,0.658073,4.623031,0.433451,0.12992,0.236628,0.12052,0.04188
0.8,1,0.1,1,2,4,12,0,1.25,1,0.13351,0.39751,0.13351,0.999519,1.429894,0.53054,0.755041,6.724501,0.468979,0.106808,0.224213,0.09019,0.04332
0.8,1,0.1,1,2,4,16,0,1.25,1,0.11651,0.39163,0.11651,1.086317,1.523475,0.594456,0.83071,8.807688,0.491861,0.093205,0.214934,0.07233,0.04417
0.8,1,0.1,1,2,4,20,0,1.25,1,0.10521,0.38684,0.10521,1.152479,1.59729,0.644531,0.891641,10.875819,0.507948,0.084167,0.207885,0.06047,0.04474
0.8,1,0.1,1,2,4,24,0,1.25,1,0.09713,0.38296,0.09713,1.204722,1.657045,0.68482,0.94146,12.932589,0.519902,0.077707,0.202392,0.05199,0.04514
0.8,1,0.1,1,2,4,28,0,1.25,1,0.09106,0.3798,0.09106,1.247031,1.706155,0.717892,0.982629,14.980601,0.529139,0.07285,0.198011,0.04562,0.04545
0.8,1,0.1,1,2,4,32,0,1.25,1,0.08633,0.37718,0.08633,1.281967,1.746984,0.745475,1.016971,17.021682,0.536491,0.069062,0.194447,0.04064,0.04568
0.8,1,0.1,1,2,4,36,0,1.25,1,0.08253,0.37499,0.08253,1.311268,1.781273,0.768788,1.045884,19.057167,0.54248,0.066022,0.191498,0.03665,0.04587
0.8,1,0.1,1,2,4,40,0,1.25,1,0.07941,0.37314,0.07941,1.336163,1.810345,0.788712,1.070444,21.088071,0.547451,0.063528,0.189021,0.03338,0.04603
0.8,1,0.1,1,2,4,44,0,1.25,1,0.07681,0.37155,0.07681,1.357547,1.835219,0.805907,1.091488,23.115169,0.55164,0.061445,0.186915,0.03065,0.04616
0.8,1,0.1,1,2,4,48,0,1.25,1,0.0746,0.37018,0.0746,1.376091,1.856681,0.820873,1.109668,25.139082,0.555218,0.059678,0.185104,0.02833,0.04627
0.8,1,0.1,1,2,4,52,0,1.25,1,0.0727,0.36899,0.0727,1.392307,1.875348,0.833999,1.125498,27.16031,0.558308,0.05816,0.183532,0.02634,0.04636
0.8,1,0.1,1,2,4,56,0,1.25,1,0.07105,0.36794,0.07105,1.406592,1.891705,0.84559,1.139379,29.179251,0.561002,0.056842,0.182155,0.02461,0.04645
0.8,1,0.1,1,2,4,60,0,1.25,1,0.06961,0.36702,0.06961,1.419261,1.906136,0.855889,1.151635,31.196233,0.563372,0.055687,0.180941,0.02309,0.04652
0.8,1,0.1,1,2,4,64,0,1.25,1,0.06833,0.3662,0.06833,1.430564,1.91895,0.865092,1.162523,33.211516,0.565472,0.054666,0.179862,0.02175,0.04658
0.8,1,0.1,1,2,4,68,0,1.25,1,0.0672,0.36546,0.0672,1.440703,1.930394,0.873358,1.172253,35.225345,0.567345,0.053757,0.178898,0.02056,0.04664
0.8,1,0.1,1,2,4,72,0,1.25,1,0.06618,0.3648,0.06618,1.449845,1.940671,0.880819,1.180992,37.237902,0.569026,0.052943,0.178032,0.01949,0.04669
0.8,1,0.1,1,2,4,76,0,1.25,1,0.06526,0.3642,0.06526,1.458125,1.949946,0.887583,1.188883,39.249355,0.570542,0.052209,0.177249,0.01852,0.04674
0.8,1,0.1,1,2,4,80,0,1.25,1,0.06443,0.36365,0.06443,1.465656,1.958355,0.893739,1.196039,41.259796,0.571918,0.051544,0.176538,0.01765,0.04678
0.8,1,0.1,1,2,4,84,0,1.25,1,0.06367,0.36316,0.06367,1.472533,1.966011,0.899363,1.202555,43.26938,0.57317,0.050939,0.175891,0.01686,0.04682
0.8,1,0.1,1,2,4,88,0,1.25,1,0.06298,0.3627,0.06298,1.478836,1.973009,0.90452,1.208512,45.278216,0.574316,0.050387,0.175298,0.01613,0.04685
0.8,1,0.1,1,2,4,92,0,1.25,1,0.06235,0.36228,0.06235,1.484632,1.97943,0.909264,1.213979,47.28635,0.575367,0.049879,0.174753,0.01547,0.04688
0.8,1,0.1,1,2,4,96,0,1.25,1,0.06177,0.3619,0.06177,1.489978,1.985341,0.913642,1.219012,49.293874,0.576336,0.049412,0.174252,0.01485,0.04691
0.8,1,0.1,1,2,4,100,0,1.25,1,0.06123,0.36154,0.06123,1.494924,1.9908,0.917694,1.223661,51.300849,0.577231,0.048981,0.173788,0.01429,0.04694
0.8,1,0.1,1,2,4,104,0,1.25,1,0.06073,0.36121,0.06073,1.499512,1.995854,0.921452,1.227965,53.307261,0.57806,0.048582,0.173358,0.01376,0.04696
0.8,1,0.1,1,2,4,108,0,1.25,1,0.06026,0.36091,0.06026,1.50378,2.000549,0.924949,1.231964,55.313286,0.578831,0.04821,0.172959,0.01328,0.04699
0.8,1,0.1,1,2,4,112,0,1.25,1,0.05983,0.36062,0.05983,1.50776,2.004921,0.92821,1.235688,57.318907,0.57955,0.047864,0.172586,0.01282,0.04701
0.8,1,0.1,1,2,4,116,0,1.25,1,0.05943,0.36035,0.05943,1.511479,2.009001,0.931259,1.239163,59.3242,0.58022,0.047541,0.172238,0.0124,0.04703
0.8,1,0.1,1,2,4,120,0,1.25,1,0.05905,0.3601,0.05905,1.514962,2.012819,0.934113,1.242415,61.329125,0.580849,0.047239,0.171912,0.012,0.04705
0.8,1,0.1,1,2,4,124,0,1.25,1,0.05869,0.35987,0.05869,1.51823,2.016397,0.936793,1.245463,63.333744,0.581438,0.046955,0.171607,0.01163,0.04707
0.8,1,0.1,1,2,4,128,0,1.25,1,0.05836,0.35965,0.05836,1.521303,2.019759,0.939312,1.248327,65.338147,0.581991,0.046689,0.17132,0.01128,0.04708
0.8,1,0.1,1,2,4,132,0,1.25,1,0.05805,0.35944,0.05805,1.524198,2.022922,0.941685,1.251021,67.342311,0.582513,0.046438,0.171049,0.01095,0.0471
0.8,1,0.1,1,2,4,136,0,1.25,1,0.05775,0.35924,0.05775,1.526931,2.025907,0.943925,1.253564,69.346278,0.583005,0.046201,0.170794,0.01064,0.04711
0.8,1,0.1,1,2,4,140,0,1.25,1,0.05747,0.35906,0.05747,1.529511,2.028723,0.946041,1.255963,71.349948,0.58347,0.045977,0.170553,0.01035,0.04713
0.8,1,0.1,1,2,4,144,0,1.25,1,0.05721,0.35888,0.05721,1.531954,2.031387,0.948044,1.258233,73.353483,0.58391,0.045766,0.170325,0.01007,0.04714
0.8,1,0.1,1,2,4,148,0,1.25,1,0.05696,0.35872,0.05696,1.534269,2.03391,0.949943,1.260382,75.356779,0.584327,0.045565,0.170108,0.0098,0.04715
0.8,1,0.1,1,2,4,152,0,1.25,1,0.05672,0.35856,0.05672,1.536467,2.036304,0.951744,1.262422,77.359903,0.584722,0.045375,0.169903,0.00955,0.04716
0.8,1,0.1,1,2,4,156,0,1.25,1,0.05649,0.35841,0.05649,1.538555,2.038578,0.953457,1.264359,79.362868,0.585098,0.045194,0.169708,0.00932,0.04718
0.8,1,0.1,1,2,4,160,0,1.25,1,0.05628,0.35827,0.05628,1.540543,2.040741,0.955087,1.266201,81.365684,0.585456,0.045021,0.169522,0.00909,0.04719
0.8,1,0.1,1,2,4,164,0,1.25,1,0.05607,0.35813,0.05607,1.542436,2.0428,0.956639,1.267955,83.368243,0.585797,0.044858,0.169346,0.00888,0.0472
0.8,1,0.1,1,2,4,168,0,1.25,1,0.05588,0.358,0.05588,1.544239,2.04476,0.958118,1.269625,85.370713,0.586121,0.044701,0.169177,0.00867,0.04721
0.8,1,0.1,1,2,4,172,0,1.25,1,0.05569,0.35788,0.05569,1.545963,2.046633,0.959531,1.271221,87.373141,0.586432,0.044552,0.169016,0.00847,0.04722
0.8,1,0.1,1,2,4,176,0,1.25,1,0.05551,0.35776,0.05551,1.547611,2.048423,0.960883,1.272746,89.375456,0.586728,0.044409,0.168862,0.00829,0.04722
0.8,1,0.1,1,2,4,180,0,1.25,1,0.05534,0.35765,0.05534,1.549188,2.050135,0.962176,1.274204,91.377778,0.587012,0.044273,0.168715,0.00811,0.04723
0.8,1,0.1,1,2,4,184,0,1.25,1,0.05518,0.35754,0.05518,1.550698,2.051774,0.963414,1.2756,93.379898,0.587284,0.044142,0.168574,0.00794,0.04724
0.8,1,0.1,1,2,4,188,0,1.25,1,0.05502,0.35743,0.05502,1.552145,2.053344,0.964601,1.276938,95.381923,0.587544,0.044017,0.168439,0.00777,0.04725
0.8,1,0.1,1,2,4,192,0,1.25,1,0.05487,0.35734,0.05487,1.553534,2.05485,0.96574,1.278221,97.383857,0.587794,0.043897,0.168309,0.00761,0.04726
0.8,1,0.1,1,2,4,196,0,1.25,1,0.05473,0.35724,0.05473,1.554867,2.056296,0.966833,1.279453,99.386048,0.588034,0.043781,0.168185,0.00746,0.04726
0.8,1,0.1,1,2,4,200,0,1.25,1,0.05459,0.35715,0.05459,1.556152,2.057689,0.967887,1.28064,101.388099,0.588265,0.04367,0.168065,0.00732,0.04727
0.8,1,0.1,1,2,4,4,0,2.8059,1,0.18975,0.51877,0.2482,0.710021,1.180532,0.418541,0.695897,2.759572,0.291479,0.198559,0.309962,0.14924,0.04051
0.8,1,0.1,1,2,4,8,0,2.8059,1,0.14117,0.50556,0.17567,0.962935,1.439927,0.609667,0.904614,5.017533,0.353268,0.140539,0.306193,0.09823,0.04294
0.8,1,0.1,1,2,4,12,0,2.8059,1,0.11864,0.49356,0.14327,1.140673,1.627119,0.752878,1.064414,7.206988,0.387796,0.114613,0.297592,0.07457,0.04407
0.8,1,0.1,1,2,4,16,0,2.8059,1,0.10514,0.48415,0.1243,1.277461,1.776175,0.866755,1.196456,9.349031,0.410706,0.099442,0.289852,0.0604,0.04474
0.8,1,0.1,1,2,4,20,0,2.8059,1,0.09605,0.47675,0.11176,1.387074,1.900824,0.959879,1.308836,11.459414,0.427195,0.089409,0.283396,0.05086,0.0452
0.8,1,0.1,1,2,4,24,0,2.8059,1,0.08949,0.47082,0.10282,1.47716,2.007334,1.037476,1.405558,13.548061,0.439684,0.082259,0.278058,0.04397,0.04553
0.8,1,0.1,1,2,4,28,0,2.8059,1,0.08452,0.46599,0.09612,1.552558,2.099207,1.103071,1.489199,15.621058,0.449487,0.076893,0.273619,0.03875,0.04577
0.8,1,0.1,1,2,4,32,0,2.8059,1,0.08062,0.46199,0.09089,1.616558,2.178852,1.159165,1.561753,17.682325,0.457393,0.072713,0.269894,0.03465,0.04597
0.8,1,0.1,1,2,4,36,0,2.8059,1,0.07747,0.45862,0.0867,1.671506,2.248161,1.207601,1.624884,19.734524,0.463905,0.069359,0.266736,0.03134,0.04613
0.8,1,0.1,1,2,4,40,0,2.8059,1,0.07488,0.45576,0.08326,1.719136,2.3087,1.249775,1.680011,21.779545,0.469361,0.066607,0.264033,0.02862,0.04626
0.8,1,0.1,1,2,4,44,0,2.8059,1,0.0727,0.45331,0.08038,1.760764,2.361789,1.286768,1.72834,23.818772,0.473996,0.064306,0.261698,0.02633,0.04637
0.8,1,0.1,1,2,4,48,0,2.8059,1,0.07084,0.45117,0.07794,1.797409,2.408541,1.319427,1.770889,25.853242,0.477982,0.062353,0.259665,0.02439,0.04646
0.8,1,0.1,1,2,4,52,0,2.8059,1,0.06925,0.44931,0.07584,1.829876,2.449894,1.34843,1.808516,27.883764,0.481445,0.060673,0.257881,0.02271,0.04654
0.8,1,0.1,1,2,4,56,0,2.8059,1,0.06786,0.44766,0.07402,1.858807,2.486633,1.374326,1.841941,29.910959,0.484481,0.059213,0.256306,0.02125,0.04661
0.8,1,0.1,1,2,4,60,0,2.8059,1,0.06663,0.4462,0.07241,1.884722,2.51942,1.397559,1.871768,31.935331,0.487163,0.057932,0.254905,0.01997,0.04667
0.8,1,0.1,1,2,4,64,0,2.8059,1,0.06555,0.4449,0.071,1.908049,2.548807,1.4185,1.898501,33.957293,0.489549,0.056798,0.253653,0.01883,0.04672
0.8,1,0.1,1,2,4,68,0,2.8059,1,0.06459,0.44373,0.06973,1.929137,2.575259,1.437453,1.922563,35.977161,0.491684,0.055788,0.252528,0.01781,0.04677
0.8,1,0.1,1,2,4,72,0,2.8059,1,0.06372,0.44267,0.0686,1.948281,2.599167,1.454674,1.944311,37.995228,0.493607,0.054881,0.251512,0.0169,0.04681
0.8,1,0.1,1,2,4,76,0,2.8059,1,0.06294,0.44172,0.06758,1.965724,2.62086,1.470378,1.964045,40.011698,0.495346,0.054064,0.25059,0.01608,0.04685
0.8,1,0.1,1,2,4,80,0,2.8059,1,0.06223,0.44085,0.06665,1.981675,2.640618,1.484748,1.982019,42.026795,0.496927,0.053322,0.24975,0.01534,0.04689
0.8,1,0.1,1,2,4,84,0,2.8059,1,0.06158,0.44005,0.06581,1.996308,2.658675,1.497938,1.998446,44.040619,0.49837,0.052647,0.248982,0.01466,0.04692
0.8,1,0.1,1,2,4,88,0,2.8059,1,0.06099,0.43932,0.06504,2.009776,2.675236,1.510083,2.013513,46.053385,0.499693,0.052029,0.248278,0.01404,0.04695
0.8,1,0.1,1,2,4,92,0,2.8059,1,0.06044,0.43865,0.06433,2.022206,2.690473,1.521298,2.027375,48.065168,0.500909,0.051462,0.247629,0.01347,0.04698
0.8,1,0.1,1,2,4,96,0,2.8059,1,0.05994,0.43803,0.06367,2.033711,2.704533,1.53168,2.040167,50.076095,0.502031,0.050939,0.24703,0.01294,0.047
0.8,1,0.1,1,2,4,100,0,2.8059,1,0.05948,0.43745,0.06307,2.044386,2.717544,1.541317,2.052004,52.086245,0.503069,0.050456,0.246476,0.01245,0.04703
0.8,1,0.1,1,2,4,104,0,2.8059,1,0.05905,0.43692,0.06251,2.054315,2.729617,1.550282,2.062988,54.095696,0.504032,0.050007,0.24596,0.012,0.04705
0.8,1,0.1,1,2,4,108,0,2.8059,1,0.05865,0.43642,0.06199,2.063571,2.740847,1.558643,2.073206,56.104483,0.504929,0.04959,0.245481,0.01158,0.04707
0.8,1,0.1,1,2,4,112,0,2.8059,1,0.05828,0.43596,0.0615,2.07222,2.751318,1.566455,2.082734,58.112727,0.505765,0.049202,0.245033,0.01119,0.04709
0.8,1,0.1,1,2,4,116,0,2.8059,1,0.05793,0.43553,0.06105,2.080317,2.761103,1.57377,2.091637,60.120454,0.506547,0.048838,0.244615,0.01082,0.0471
0.8,1,0.1,1,2,4,120,0,2.8059,1,0.0576,0.43512,0.06062,2.087913,2.770267,1.580633,2.099976,62.12771,0.507279,0.048498,0.244222,0.01048,0.04712
0.8,1,0.1,1,2,4,124,0,2.8059,1,0.05729,0.43474,0.06022,2.095054,2.77887,1.587086,2.107804,64.134593,0.507968,0.048179,0.243854,0.01016,0.04714
0.8,1,0.1,1,2,4,128,0,2.8059,1,0.05701,0.43438,0.05985,2.101774,2.786955,1.59316,2.11516,66.141019,0.508614,0.047878,0.243507,0.00986,0.04715
0.8,1,0.1,1,2,4,132,0,2.8059,1,0.05674,0.43404,0.05949,2.108112,2.79457,1.598888,2.122089,68.147083,0.509224,0.047596,0.24318,0.00957,0.04716
0.8,1,0.1,1,2,4,136,0,2.8059,1,0.05648,0.43372,0.05916,2.114098,2.801754,1.604298,2.128627,70.152814,0.5098,0.047329,0.242872,0.0093,0.04718
0.8,1,0.1,1,2,4,140,0,2.8059,1,0.05624,0.43342,0.05885,2.11976,2.808543,1.609417,2.134804,72.15824,0.510344,0.047076,0.24258,0.00905,0.04719
0.8,1,0.1,1,2,4,144,0,2.8059,1,0.05601,0.43313,0.05855,2.125124,2.814967,1.614266,2.14065,74.163383,0.510859,0.046837,0.242304,0.00881,0.0472
0.8,1,0.1,1,2,4,148,0,2.8059,1,0.05579,0.43286,0.05826,2.130213,2.821057,1.618866,2.146191,76.168267,0.511347,0.046611,0.242042,0.00858,0.04721
0.8,1,0.1,1,2,4,152,0,2.8059,1,0.05558,0.43261,0.05799,2.135046,2.826836,1.623235,2.15145,78.17291,0.511811,0.046395,0.241793,0.00836,0.04722
0.8,1,0.1,1,2,4,156,0,2.8059,1,0.05539,0.43236,0.05774,2.139643,2.832328,1.627391,2.156448,80.17733,0.512252,0.046191,0.241557,0.00816,0.04723
0.8,1,0.1,1,2,4,160,0,2.8059,1,0.0552,0.43213,0.0575,2.14402,2.837554,1.631348,2.161203,82.181544,0.512672,0.045996,0.241332,0.00796,0.04724
0.8,1,0.1,1,2,4,164,0,2.8059,1,0.05502,0.43191,0.05726,2.148192,2.842533,1.63512,2.165734,84.185445,0.513072,0.045811,0.241117,0.00777,0.04725
0.8,1,0.1,1,2,4,168,0,2.8059,1,0.05485,0.43169,0.05704,2.152169,2.847275,1.638716,2.170049,86.189075,0.513453,0.045634,0.240913,0.0076,0.04726
0.8,1,0.1,1,2,4,172,0,2.8059,1,0.05469,0.43149,0.05683,2.155973,2.851808,1.642155,2.174174,88.192746,0.513818,0.045465,0.240717,0.00743,0.04727
0.8,1,0.1,1,2,4,176,0,2.8059,1,0.05454,0.4313,0.05663,2.159609,2.85614,1.645443,2.178116,90.196188,0.514167,0.045303,0.24053,0.00726,0.04727
0.8,1,0.1,1,2,4,180,0,2.8059,1,0.05439,0.43111,0.05644,2.163091,2.860285,1.64859,2.181887,92.199472,0.5145,0.045149,0.240351,0.00711,0.04728
0.8,1,0.1,1,2,4,184,0,2.8059,1,0.05424,0.43094,0.05625,2.166426,2.864254,1.651606,2.185499,94.202709,0.51482,0.045,0.24018,0.00696,0.04729
0.8,1,0.1,1,2,4,188,0,2.8059,1,0.05411,0.43077,0.05607,2.169624,2.868058,1.654498,2.188961,96.205712,0.515126,0.044858,0.240015,0.00681,0.04729
0.8,1,0.1,1,2,4,192,0,2.8059,1,0.05398,0.4306,0.0559,2.172694,2.871707,1.657273,2.192282,98.208709,0.515421,0.044722,0.239858,0.00668,0.0473
0.8,1,0.1,1,2,4,196,0,2.8059,1,0.05385,0.43044,0.05574,2.175642,2.875212,1.659939,2.195471,100.211461,0.515703,0.044591,0.239706,0.00654,0.04731
0.8,1,0.1,1,2,4,200,0,2.8059,1,0.05373,0.43029,0.05558,2.178476,2.878578,1.662502,2.198534,102.21425,0.515975,0.044465,0.23956,0.00642,0.04731
0.8,1,0.1,1,2,4,4,-0.48891,1.7619,1,0.21385,0.44525,0.19716,0.789165,1.228711,0.448266,0.697938,2.748425,0.3409,0.157729,0.301371,0.17454,0.03931
0.8,1,0.1,1,2,4,8,-0.48891,1.7619,1,0.15557,0.43675,0.14588,0.982708,1.427447,0.575035,0.83099,4.817283,0.407673,0.116706,0.275621,0.11335,0.04222
0.8,1,0.1,1,2,4,12,-0.48891,1.7619,1,0.12947,0.42361,0.12289,1.110757,1.565464,0.663834,0.930425,6.940724,0.446922,0.098312,0.254766,0.08594,0.04353
0.8,1,0.1,1,2,4,16,-0.48891,1.7619,1,0.11359,0.41539,0.10846,1.200619,1.663206,0.729597,1.006291,9.026125,0.471022,0.086766,0.242213,0.06927,0.04432
0.8,1,0.1,1,2,4,20,-0.48891,1.7619,1,0.10295,0.40899,0.09873,1.269094,1.740256,0.781039,1.067787,11.096293,0.488055,0.078987,0.232958,0.0581,0.04485
0.8,1,0.1,1,2,4,24,-0.48891,1.7619,1,0.09531,0.40389,0.09173,1.323212,1.802894,0.822419,1.118487,13.15611,0.500792,0.073383,0.225825,0.05008,0.04523
0.8,1,0.1,1,2,4,28,-0.48891,1.7619,1,0.08954,0.39983,0.08642,1.366963,1.854416,0.856338,1.160564,15.206236,0.510625,0.069134,0.220241,0.04402,0.04552
0.8,1,0.1,1,2,4,32,-0.48891,1.7619,1,0.08503,0.39651,0.08225,1.403076,1.897354,0.884616,1.195811,17.249144,0.51846,0.065803,0.215737,0.03928,0.04575
0.8,1,0.1,1,2,4,36,-0.48891,1.7619,1,0.08139,0.39376,0.0789,1.433359,1.933493,0.90851,1.225583,19.286237,0.524849,0.063121,0.21203,0.03546,0.04593
0.8,1,0.1,1,2,4,40,-0.48891,1.7619,1,0.07841,0.39144,0.07614,1.459085,1.964188,0.92893,1.250938,21.318521,0.530155,0.060912,0.208932,0.03233,0.04608
0.8,1,0.1,1,2,4,44,-0.48891,1.7619,1,0.07591,0.38946,0.07383,1.481184,1.990492,0.946553,1.272709,23.346836,0.534632,0.059063,0.206305,0.0297,0.0462
0.8,1,0.1,1,2,4,48,-0.48891,1.7619,1,0.07378,0.38776,0.07186,1.500351,2.013219,0.961894,1.291551,25.371825,0.538457,0.057491,0.204052,0.02747,0.04631
0.8,1,0.1,1,2,4,52,-0.48891,1.7619,1,0.07196,0.38628,0.07017,1.517114,2.03301,0.975351,1.30798,27.394013,0.541763,0.056139,0.202098,0.02555,0.0464
0.8,1,0.1,1,2,4,56,-0.48891,1.7619,1,0.07037,0.38498,0.0687,1.531885,2.050371,0.987238,1.322407,29.413803,0.544647,0.054963,0.20039,0.02389,0.04648
0.8,1,0.1,1,2,4,60,-0.48891,1.7619,1,0.06898,0.38384,0.06741,1.544987,2.065702,0.997802,1.335157,31.431554,0.547185,0.053931,0.198883,0.02243,0.04655
0.8,1,0.1,1,2,4,64,-0.48891,1.7619,1,0.06774,0.38282,0.06627,1.55668,2.079327,1.007245,1.346497,33.447542,0.549435,0.053019,0.197546,0.02113,0.04661
0.8,1,0.1,1,2,4,68,-0.48891,1.7619,1,0.06665,0.38191,0.06526,1.567173,2.091506,1.015729,1.356638,35.462003,0.551444,0.052205,0.196351,0.01998,0.04667
0.8,1,0.1,1,2,4,72,-0.48891,1.7619,1,0.06566,0.38109,0.06434,1.576635,2.102449,1.023388,1.365755,37.475135,0.553247,0.051476,0.195277,0.01895,0.04672
0.8,1,0.1,1,2,4,76,-0.48891,1.7619,1,0.06478,0.38035,0.06352,1.585209,2.112333,1.030334,1.373993,39.487086,0.554875,0.050818,0.194307,0.01802,0.04676
0.8,1,0.1,1,2,4,80,-0.48891,1.7619,1,0.06397,0.37968,0.06278,1.593008,2.121298,1.036657,1.381466,41.498023,0.556351,0.050222,0.193426,0.01717,0.0468
0.8,1,0.1,1,2,4,84,-0.48891,1.7619,1,0.06324,0.37906,0.0621,1.600133,2.129468,1.042437,1.388279,43.508047,0.557697,0.04968,0.192624,0.0164,0.04684
0.8,1,0.1,1,2,4,88,-0.48891,1.7619,1,0.06257,0.3785,0.06148,1.606665,2.136938,1.047737,1.39451,45.517272,0.558928,0.049183,0.191889,0.0157,0.04687
0.8,1,0.1,1,2,4,92,-0.48891,1.7619,1,0.06196,0.37798,0.06091,1.612673,2.143796,1.052615,1.40023,47.525781,0.560058,0.048728,0.191214,0.01506,0.0469
0.8,1,0.1,1,2,4,96,-0.48891,1.7619,1,0.06139,0.37751,0.06039,1.618216,2.150111,1.057117,1.405499,49.533652,0.561099,0.048309,0.190592,0.01446,0.04693
0.8,1,0.1,1,2,4,100,-0.48891,1.7619,1,0.06087,0.37707,0.0599,1.623346,2.155946,1.061284,1.410367,51.540949,0.562062,0.047921,0.190017,0.01391,0.04696
0.8,1,0.1,1,2,4,104,-0.48891,1.7619,1,0.06038,0.37666,0.05945,1.628107,2.161352,1.065152,1.414878,53.547731,0.562955,0.047562,0.189484,0.0134,0.04698
0.8,1,0.1,1,2,4,108,-0.48891,1.7619,1,0.05993,0.37628,0.05903,1.632534,2.166373,1.06875,1.419068,55.554067,0.563784,0.047228,0.188988,0.01293,0.047
0.8,1,0.1,1,2,4,112,-0.48891,1.7619,1,0.05951,0.37593,0.05865,1.636665,2.171051,1.072107,1.422972,57.560007,0.564557,0.046917,0.188526,0.01249,0.04702
0.8,1,0.1,1,2,4,116,-0.48891,1.7619,1,0.05912,0.3756,0.05828,1.640525,2.175419,1.075245,1.426618,59.565526,0.56528,0.046626,0.188094,0.01208,0.04704
0.8,1,0.1,1,2,4,120,-0.48891,1.7619,1,0.05876,0.37529,0.05794,1.644141,2.179507,1.078185,1.430029,61.570695,0.565956,0.046354,0.18769,0.01169,0.04706
0.8,1,0.1,1,2,4,124,-0.48891,1.7619,1,0.05841,0.375,0.05762,1.647535,2.18334,1.080945,1.433228,63.575543,0.566591,0.046099,0.187311,0.01133,0.04708
0.8,1,0.1,1,2,4,128,-0.48891,1.7619,1,0.05809,0.37473,0.05732,1.650727,2.186941,1.08354,1.436234,65.580194,0.567187,0.045859,0.186954,0.01099,0.0471
0.8,1,0.1,1,2,4,132,-0.48891,1.7619,1,0.05778,0.37447,0.05704,1.653736,2.190334,1.085987,1.439066,67.584521,0.567749,0.045632,0.186618,0.01067,0.04711
