XLA,MU,THT,DT1,DT2,N,S,RHO,SDA,SDS,P(DOWN),P(IDLE),P(LOSS),MEAN_NS,MEANWTS,MEAN_NQ,MEANWTQ,MEAN_CL,RLWSR,RDLOS,RCLOS,P(CS_SH),P(DN_SK)
0.8,1,0.1,1,2,4,168,0,2.8059,0.70711,0.05489,0.41622,0.05699,2.119099,2.804233,1.590209,2.107604,86.199096,0.51599,0.045592,0.238417,0.00763,0.04726
0.8,1,0.1,1,2,4,172,0,2.8059,0.70711,0.05473,0.41601,0.05678,2.123042,2.808944,1.593775,2.111871,88.202593,0.516358,0.045424,0.238218,0.00746,0.04726
0.8,1,0.1,1,2,4,176,0,2.8059,0.70711,0.05457,0.4158,0.05658,2.126813,2.813446,1.597186,2.115949,90.205931,0.51671,0.045263,0.238027,0.0073,0.04727
0.8,1,0.1,1,2,4,180,0,2.8059,0.70711,0.05442,0.41561,0.05639,2.130423,2.817753,1.60045,2.11985,92.20912,0.517046,0.04511,0.237844,0.00714,0.04728
0.8,1,0.1,1,2,4,184,0,2.8059,0.70711,0.05428,0.41542,0.0562,2.133881,2.821878,1.603578,2.123586,94.212314,0.517369,0.044962,0.237669,0.00699,0.04729
0.8,1,0.1,1,2,4,188,0,2.8059,0.70711,0.05414,0.41524,0.05603,2.137193,2.825826,1.606573,2.127162,96.214924,0.517678,0.044821,0.237501,0.00685,0.04729
0.8,1,0.1,1,2,4,192,0,2.8059,0.70711,0.05401,0.41507,0.05586,2.140375,2.829618,1.609451,2.130596,98.217739,0.517975,0.044685,0.23734,0.00671,0.0473
0.8,1,0.1,1,2,4,196,0,2.8059,0.70711,0.05388,0.4149,0.05569,2.143432,2.833259,1.612216,2.133894,100.220537,0.51826,0.044555,0.237185,0.00658,0.04731
0.8,1,0.1,1,2,4,200,0,2.8059,0.70711,0.05376,0.41474,0.05554,2.14637,2.836758,1.614873,2.137063,102.223143,0.518534,0.04443,0.237037,0.00645,0.04731
0.8,1,0.1,1,2,4,4,-0.48891,1.7619,0.70711,0.2132,0.43873,0.20066,0.756257,1.182626,0.408191,0.638325,2.752777,0.339576,0.160528,0.299896,0.17386,0.03934
0.8,1,0.1,1,2,4,8,-0.48891,1.7619,0.70711,0.15596,0.42467,0.14858,0.946684,1.379444,0.527317,0.763974,4.840896,0.409139,0.118868,0.271993,0.11376,0.0422
0.8,1,0.1,1,2,4,12,-0.48891,1.7619,0.70711,0.12994,0.40932,0.12498,1.070988,1.51185,0.610254,0.856118,6.968224,0.449496,0.099988,0.250516,0.08644,0.0435
0.8,1,0.1,1,2,4,16,-0.48891,1.7619,0.70711,0.11406,0.3997,0.11018,1.158244,1.606164,0.672002,0.927535,9.055927,0.474383,0.088147,0.23747,0.06976,0.0443
0.8,1,0.1,1,2,4,20,-0.48891,1.7619,0.70711,0.10339,0.39237,0.1002,1.224543,1.680659,0.720308,0.985658,11.126851,0.491936,0.080162,0.227902,0.05856,0.04483
0.8,1,0.1,1,2,4,24,-0.48891,1.7619,0.70711,0.09572,0.38663,0.09301,1.276817,1.741219,0.759159,1.033609,13.186488,0.505032,0.074404,0.220564,0.0505,0.04521
0.8,1,0.1,1,2,4,28,-0.48891,1.7619,0.70711,0.08991,0.38208,0.08755,1.319021,1.79099,0.791011,1.073377,15.236106,0.515131,0.070038,0.214831,0.04441,0.0455
0.8,1,0.1,1,2,4,32,-0.48891,1.7619,0.70711,0.08537,0.37838,0.08327,1.353817,1.832385,0.817567,1.106629,17.278322,0.523171,0.066614,0.210215,0.03963,0.04573
0.8,1,0.1,1,2,4,36,-0.48891,1.7619,0.70711,0.08171,0.37533,0.07982,1.38297,1.867153,0.840005,1.134664,19.314639,0.529722,0.063855,0.206423,0.03579,0.04591
0.8,1,0.1,1,2,4,40,-0.48891,1.7619,0.70711,0.0787,0.37276,0.07698,1.40772,1.896628,0.859182,1.158502,21.346137,0.535159,0.061585,0.203256,0.03263,0.04607
0.8,1,0.1,1,2,4,44,-0.48891,1.7619,0.70711,0.07618,0.37059,0.0746,1.428969,1.921846,0.875731,1.178942,23.373674,0.539744,0.059683,0.200574,0.02999,0.04619
0.8,1,0.1,1,2,4,48,-0.48891,1.7619,0.70711,0.07404,0.36871,0.07258,1.44739,1.943609,0.890138,1.196614,25.39792,0.54366,0.058066,0.198274,0.02774,0.0463
0.8,1,0.1,1,2,4,52,-0.48891,1.7619,0.70711,0.07219,0.36709,0.07084,1.463496,1.962542,0.902776,1.212009,27.419402,0.547044,0.056675,0.196282,0.0258,0.04639
0.8,1,0.1,1,2,4,56,-0.48891,1.7619,0.70711,0.07059,0.36566,0.06933,1.477683,1.979137,0.913938,1.22552,29.43854,0.549996,0.055465,0.19454,0.02412,0.04647
0.8,1,0.1,1,2,4,60,-0.48891,1.7619,0.70711,0.06919,0.3644,0.068,1.490266,1.993784,0.923859,1.237455,31.455666,0.552592,0.054403,0.193005,0.02265,0.04654
0.8,1,0.1,1,2,4,64,-0.48891,1.7619,0.70711,0.06794,0.36329,0.06683,1.501493,2.006795,0.932726,1.248066,33.471082,0.554894,0.053463,0.191642,0.02134,0.0466
0.8,1,0.1,1,2,4,68,-0.48891,1.7619,0.70711,0.06684,0.36229,0.06578,1.511566,2.01842,0.940693,1.257552,35.485018,0.556949,0.052627,0.190425,0.02018,0.04666
0.8,1,0.1,1,2,4,72,-0.48891,1.7619,0.70711,0.06584,0.36139,0.06484,1.520649,2.028865,0.947886,1.266079,37.497647,0.558793,0.051876,0.189331,0.01914,0.04671
0.8,1,0.1,1,2,4,76,-0.48891,1.7619,0.70711,0.06495,0.36058,0.064,1.528877,2.038295,0.954408,1.27378,39.50916,0.560458,0.051199,0.188343,0.0182,0.04675
0.8,1,0.1,1,2,4,80,-0.48891,1.7619,0.70711,0.06414,0.35985,0.06323,1.536363,2.046849,0.960346,1.280769,41.519663,0.561968,0.050586,0.187446,0.01734,0.04679
0.8,1,0.1,1,2,4,84,-0.48891,1.7619,0.70711,0.0634,0.35917,0.06253,1.543201,2.054641,0.965774,1.287136,43.529317,0.563344,0.050027,0.186629,0.01657,0.04683
0.8,1,0.1,1,2,4,88,-0.48891,1.7619,0.70711,0.06272,0.35856,0.0619,1.549469,2.061766,0.970751,1.29296,45.538166,0.564603,0.049516,0.185881,0.01586,0.04686
0.8,1,0.1,1,2,4,92,-0.48891,1.7619,0.70711,0.0621,0.35799,0.06131,1.555235,2.068308,0.975332,1.298308,47.54633,0.565759,0.049048,0.185194,0.01521,0.04689
0.8,1,0.1,1,2,4,96,-0.48891,1.7619,0.70711,0.06153,0.35747,0.06077,1.560555,2.074331,0.97956,1.303233,49.553911,0.566824,0.048616,0.184561,0.01461,0.04692
0.8,1,0.1,1,2,4,100,-0.48891,1.7619,0.70711,0.061,0.35699,0.06027,1.565478,2.079896,0.983474,1.307783,51.560912,0.567808,0.048217,0.183975,0.01405,0.04695
0.8,1,0.1,1,2,4,104,-0.48891,1.7619,0.70711,0.06052,0.35655,0.05981,1.570046,2.085052,0.987107,1.312,53.567414,0.568721,0.047847,0.183432,0.01354,0.04697
0.8,1,0.1,1,2,4,108,-0.48891,1.7619,0.70711,0.06006,0.35613,0.05938,1.574296,2.089842,0.990487,1.315917,55.573466,0.56957,0.047503,0.182928,0.01306,0.047
0.8,1,0.1,1,2,4,112,-0.48891,1.7619,0.70711,0.05964,0.35574,0.05898,1.578258,2.094302,0.993639,1.319565,57.579146,0.57036,0.047183,0.182457,0.01262,0.04702
0.8,1,0.1,1,2,4,116,-0.48891,1.7619,0.70711,0.05924,0.35538,0.0586,1.581963,2.098467,0.996587,1.322972,59.584447,0.571099,0.046883,0.182018,0.0122,0.04704
0.8,1,0.1,1,2,4,120,-0.48891,1.7619,0.70711,0.05887,0.35504,0.05825,1.585433,2.102365,0.999348,1.32616,61.589417,0.571791,0.046603,0.181606,0.01181,0.04706
0.8,1,0.1,1,2,4,124,-0.48891,1.7619,0.70711,0.05852,0.35473,0.05793,1.58869,2.10602,1.001939,1.32915,63.594084,0.57244,0.04634,0.18122,0.01145,0.04707
0.8,1,0.1,1,2,4,128,-0.48891,1.7619,0.70711,0.0582,0.35443,0.05762,1.591753,2.109454,1.004377,1.331959,65.598475,0.57305,0.046093,0.180857,0.01111,0.04709
0.8,1,0.1,1,2,4,132,-0.48891,1.7619,0.70711,0.05789,0.35415,0.05733,1.594639,2.112687,1.006673,1.334604,67.602613,0.573625,0.04586,0.180515,0.01078,0.04711
0.8,1,0.1,1,2,4,136,-0.48891,1.7619,0.70711,0.0576,0.35388,0.05705,1.597361,2.115735,1.00884,1.337097,69.606519,0.574167,0.045641,0.180192,0.01048,0.04712
0.8,1,0.1,1,2,4,140,-0.48891,1.7619,0.70711,0.05732,0.35363,0.05679,1.599937,2.118617,1.01089,1.339455,71.610242,0.57468,0.045433,0.179887,0.01019,0.04713
0.8,1,0.1,1,2,4,144,-0.48891,1.7619,0.70711,0.05706,0.35339,0.05655,1.602374,2.121341,1.01283,1.341684,73.613769,0.575165,0.045237,0.179598,0.00992,0.04715
0.8,1,0.1,1,2,4,148,-0.48891,1.7619,0.70711,0.05682,0.35317,0.05631,1.604684,2.123922,1.014668,1.343795,75.617123,0.575625,0.04505,0.179325,0.00966,0.04716
0.8,1,0.1,1,2,4,152,-0.48891,1.7619,0.70711,0.05658,0.35295,0.05609,1.606876,2.126371,1.016414,1.345799,77.620202,0.576061,0.044874,0.179065,0.00941,0.04717
0.8,1,0.1,1,2,4,156,-0.48891,1.7619,0.70711,0.05636,0.35275,0.05588,1.608961,2.128698,1.018073,1.347702,79.623237,0.576476,0.044706,0.178818,0.00918,0.04718
0.8,1,0.1,1,2,4,160,-0.48891,1.7619,0.70711,0.05615,0.35256,0.05568,1.610944,2.130911,1.019652,1.349513,81.626141,0.576871,0.044546,0.178583,0.00896,0.04719
0.8,1,0.1,1,2,4,164,-0.48891,1.7619,0.70711,0.05595,0.35237,0.05549,1.612834,2.133019,1.021156,1.351237,83.628745,0.577247,0.044394,0.17836,0.00875,0.0472
0.8,1,0.1,1,2,4,168,-0.48891,1.7619,0.70711,0.05576,0.3522,0.05531,1.614634,2.135025,1.022589,1.352878,85.631372,0.577605,0.044249,0.178146,0.00854,0.04721
0.8,1,0.1,1,2,4,172,-0.48891,1.7619,0.70711,0.05557,0.35203,0.05514,1.616355,2.136943,1.023959,1.354448,87.633768,0.577947,0.04411,0.177943,0.00835,0.04722
0.8,1,0.1,1,2,4,176,-0.48891,1.7619,0.70711,0.0554,0.35187,0.05497,1.618001,2.138776,1.025269,1.355947,89.636188,0.578275,0.043977,0.177748,0.00817,0.04723
0.8,1,0.1,1,2,4,180,-0.48891,1.7619,0.70711,0.05523,0.35172,0.05481,1.619576,2.140529,1.026523,1.357382,91.63852,0.578588,0.043851,0.177561,0.00799,0.04724
0.8,1,0.1,1,2,4,184,-0.48891,1.7619,0.70711,0.05507,0.35157,0.05466,1.621084,2.142208,1.027723,1.358755,93.640576,0.578888,0.043729,0.177383,0.00782,0.04725
0.8,1,0.1,1,2,4,188,-0.48891,1.7619,0.70711,0.05492,0.35143,0.05452,1.62253,2.143817,1.028874,1.360071,95.642737,0.579176,0.043613,0.177211,0.00766,0.04725
0.8,1,0.1,1,2,4,192,-0.48891,1.7619,0.70711,0.05477,0.35129,0.05438,1.623917,2.14536,1.029979,1.361334,97.644831,0.579452,0.043501,0.177047,0.00751,0.04726
0.8,1,0.1,1,2,4,196,-0.48891,1.7619,0.70711,0.05463,0.35116,0.05424,1.625253,2.146846,1.031042,1.36255,99.646653,0.579718,0.043393,0.176889,0.00736,0.04727
0.8,1,0.1,1,2,4,200,-0.48891,1.7619,0.70711,0.05449,0.35104,0.05411,1.626534,2.14827,1.032062,1.363714,101.648477,0.579973,0.04329,0.176737,0.00721,0.04728
0.8,1,0.1,1,2,4,4,0.48891,1.7619,0.70711,0.17967,0.54276,0.19453,0.71284,1.106192,0.435267,0.675429,2.592634,0.270804,0.155622,0.373574,0.13865,0.04102
0.8,1,0.1,1,2,4,8,0.48891,1.7619,0.70711,0.12677,0.56688,0.13556,0.995778,1.436891,0.689423,0.993903,4.649573,0.298883,0.108449,0.392668,0.0831,0.04366
0.8,1,0.1,1,2,4,12,0.48891,1.7619,0.70711,0.10478,0.57531,0.11096,1.231493,1.727187,0.911579,1.277416,6.703103,0.312112,0.088765,0.399124,0.06002,0.04476
0.8,1,0.1,1,2,4,16,0.48891,1.7619,0.70711,0.09245,0.57945,0.09722,1.437525,1.985153,1.109425,1.530899,8.745242,0.320098,0.077776,0.402126,0.04707,0.04538
0.8,1,0.1,1,2,4,20,0.48891,1.7619,0.70711,0.08453,0.58178,0.08842,1.620494,2.216039,1.286803,1.758507,10.780114,0.325553,0.070736,0.403711,0.03876,0.04577
0.8,1,0.1,1,2,4,24,0.48891,1.7619,0.70711,0.07901,0.58318,0.08229,1.784284,2.423657,1.44647,1.963569,12.810833,0.329575,0.065833,0.404592,0.03296,0.04605
0.8,1,0.1,1,2,4,28,0.48891,1.7619,0.70711,0.07493,0.58405,0.07778,1.931631,2.610969,1.590616,2.1488,14.838967,0.332697,0.062221,0.405082,0.02868,0.04625
0.8,1,0.1,1,2,4,32,0.48891,1.7619,0.70711,0.0718,0.5846,0.07431,2.064653,2.780399,1.721061,2.316484,16.865284,0.335211,0.059447,0.405342,0.02539,0.04641
0.8,1,0.1,1,2,4,36,0.48891,1.7619,0.70711,0.06932,0.58495,0.07156,2.185077,2.933992,1.839355,2.468584,18.890146,0.337289,0.05725,0.405461,0.02279,0.04653
0.8,1,0.1,1,2,4,40,0.48891,1.7619,0.70711,0.06731,0.58517,0.06933,2.294362,3.073515,1.946843,2.606809,20.913764,0.339043,0.055466,0.405491,0.02067,0.04663
0.8,1,0.1,1,2,4,44,0.48891,1.7619,0.70711,0.06564,0.5853,0.06748,2.393753,3.200497,2.044693,2.732651,22.936217,0.340547,0.053988,0.405466,0.01892,0.04672
0.8,1,0.1,1,2,4,48,0.48891,1.7619,0.70711,0.06423,0.58537,0.06593,2.484336,3.316287,2.133938,2.847432,24.95759,0.341852,0.052743,0.405405,0.01744,0.04679
0.8,1,0.1,1,2,4,52,0.48891,1.7619,0.70711,0.06303,0.5854,0.0646,2.567054,3.422068,2.215482,2.95231,26.977913,0.342996,0.05168,0.405323,0.01618,0.04685
0.8,1,0.1,1,2,4,56,0.48891,1.7619,0.70711,0.06199,0.5854,0.06345,2.642734,3.518876,2.290125,3.04831,28.997198,0.344008,0.050763,0.405229,0.01509,0.0469
0.8,1,0.1,1,2,4,60,0.48891,1.7619,0.70711,0.06108,0.58539,0.06245,2.712114,3.607647,2.358581,3.13635,31.015535,0.344911,0.049961,0.405128,0.01414,0.04695
0.8,1,0.1,1,2,4,64,0.48891,1.7619,0.70711,0.06028,0.58536,0.06157,2.775834,3.689188,2.421472,3.21723,33.032904,0.345719,0.049256,0.405025,0.0133,0.04699
0.8,1,0.1,1,2,4,68,0.48891,1.7619,0.70711,0.05957,0.58532,0.06079,2.83446,3.764221,2.479351,3.29166,35.049305,0.346448,0.04863,0.404921,0.01255,0.04702
0.8,1,0.1,1,2,4,72,0.48891,1.7619,0.70711,0.05894,0.58527,0.06009,2.888509,3.8334,2.532723,3.36029,37.064875,0.347109,0.048071,0.40482,0.01189,0.04705
0.8,1,0.1,1,2,4,76,0.48891,1.7619,0.70711,0.05837,0.58523,0.05946,2.938426,3.897294,2.582024,3.423681,39.07966,0.347709,0.047569,0.404722,0.01129,0.04708
0.8,1,0.1,1,2,4,80,0.48891,1.7619,0.70711,0.05786,0.58518,0.05889,2.984612,3.956414,2.627648,3.482338,41.093586,0.348258,0.047115,0.404627,0.01075,0.04711
0.8,1,0.1,1,2,4,84,0.48891,1.7619,0.70711,0.05739,0.58513,0.05838,3.027416,4.011204,2.669936,3.536703,43.106766,0.348761,0.046702,0.404537,0.01026,0.04713
0.8,1,0.1,1,2,4,88,0.48891,1.7619,0.70711,0.05696,0.58508,0.05791,3.067156,4.062071,2.709202,3.587177,45.119125,0.349224,0.046326,0.40445,0.00981,0.04715
0.8,1,0.1,1,2,4,92,0.48891,1.7619,0.70711,0.05657,0.58504,0.05748,3.104112,4.109372,2.745721,3.634114,47.130874,0.34965,0.045982,0.404368,0.0094,0.04717
0.8,1,0.1,1,2,4,96,0.48891,1.7619,0.70711,0.05621,0.58499,0.05708,3.138547,4.153443,2.779751,3.677848,49.141988,0.350045,0.045665,0.404291,0.00902,0.04719
0.8,1,0.1,1,2,4,100,0.48891,1.7619,0.70711,0.05588,0.58495,0.05672,3.170682,4.194567,2.811511,3.718659,51.1525,0.350411,0.045373,0.404217,0.00867,0.04721
0.8,1,0.1,1,2,4,104,0.48891,1.7619,0.70711,0.05557,0.58491,0.05638,3.20072,4.233007,2.841201,3.756806,53.162541,0.350751,0.045102,0.404147,0.00835,0.04722
0.8,1,0.1,1,2,4,108,0.48891,1.7619,0.70711,0.05529,0.58487,0.05606,3.228852,4.269004,2.869007,3.792529,55.172053,0.351068,0.044851,0.404081,0.00805,0.04724
0.8,1,0.1,1,2,4,112,0.48891,1.7619,0.70711,0.05502,0.58483,0.05577,3.25522,4.302739,2.895072,3.826009,57.180958,0.351364,0.044617,0.404019,0.00777,0.04725
0.8,1,0.1,1,2,4,116,0.48891,1.7619,0.70711,0.05477,0.58479,0.0555,3.279982,4.334416,2.91955,3.857447,59.189437,0.351641,0.044399,0.40396,0.00751,0.04726
0.8,1,0.1,1,2,4,120,0.48891,1.7619,0.70711,0.05454,0.58476,0.05524,3.303269,4.364202,2.942571,3.887009,61.197423,0.351901,0.044195,0.403904,0.00727,0.04727
0.8,1,0.1,1,2,4,124,0.48891,1.7619,0.70711,0.05433,0.58473,0.055,3.325201,4.392252,2.964253,3.914847,63.204986,0.352145,0.044004,0.403852,0.00704,0.04728
0.8,1,0.1,1,2,4,128,0.48891,1.7619,0.70711,0.05412,0.58469,0.05478,3.345881,4.418698,2.984698,3.941095,65.211935,0.352374,0.043824,0.403802,0.00683,0.04729
0.8,1,0.1,1,2,4,132,0.48891,1.7619,0.70711,0.05393,0.58466,0.05457,3.365401,4.443651,3.003995,3.965861,67.218735,0.35259,0.043656,0.403754,0.00663,0.0473
0.8,1,0.1,1,2,4,136,0.48891,1.7619,0.70711,0.05375,0.58464,0.05437,3.383872,4.467265,3.022258,3.989297,69.225204,0.352795,0.043496,0.403709,0.00644,0.04731
0.8,1,0.1,1,2,4,140,0.48891,1.7619,0.70711,0.05358,0.58461,0.05418,3.401362,4.48962,3.039549,4.011485,71.231354,0.352988,0.043346,0.403666,0.00626,0.04732
0.8,1,0.1,1,2,4,144,0.48891,1.7619,0.70711,0.05342,0.58458,0.054,3.417942,4.510809,3.055942,4.032515,73.237205,0.35317,0.043204,0.403626,0.00609,0.04733
0.8,1,0.1,1,2,4,148,0.48891,1.7619,0.70711,0.05327,0.58456,0.05384,3.43368,4.530918,3.071502,4.052474,75.242776,0.353344,0.043069,0.403587,0.00593,0.04734
0.8,1,0.1,1,2,4,152,0.48891,1.7619,0.70711,0.05312,0.58453,0.05368,3.448634,4.550024,3.086288,4.071438,77.248085,0.353508,0.042941,0.403551,0.00578,0.04734
0.8,1,0.1,1,2,4,156,0.48891,1.7619,0.70711,0.05298,0.58451,0.05352,3.462863,4.568199,3.100357,4.089476,79.25336,0.353665,0.04282,0.403516,0.00563,0.04735
0.8,1,0.1,1,2,4,160,0.48891,1.7619,0.70711,0.05285,0.58449,0.05338,3.476418,4.585509,3.113759,4.106658,81.258655,0.353813,0.042704,0.403482,0.00549,0.04736
0.8,1,0.1,1,2,4,164,0.48891,1.7619,0.70711,0.05273,0.58447,0.05324,3.489359,4.602036,3.126554,4.123061,83.263316,0.353955,0.042594,0.40345,0.00536,0.04736
0.8,1,0.1,1,2,4,168,0.48891,1.7619,0.70711,0.05261,0.58445,0.05311,3.501688,4.617778,3.138745,4.138686,85.267858,0.354091,0.042489,0.40342,0.00524,0.04737
0.8,1,0.1,1,2,4,172,0.48891,1.7619,0.70711,0.05249,0.58443,0.05299,3.513465,4.632812,3.15039,4.153607,87.27211,0.35422,0.042389,0.403391,0.00512,0.04738
0.8,1,0.1,1,2,4,176,0.48891,1.7619,0.70711,0.05239,0.58441,0.05287,3.524727,4.647184,3.161525,4.167873,89.276177,0.354343,0.042294,0.403363,0.005,0.04738
0.8,1,0.1,1,2,4,180,0.48891,1.7619,0.70711,0.05228,0.5844,0.05275,3.535504,4.660939,3.172181,4.181525,91.28007,0.354461,0.042202,0.403336,0.0049,0.04739
0.8,1,0.1,1,2,4,184,0.48891,1.7619,0.70711,0.05218,0.58438,0.05264,3.545829,4.674111,3.18239,4.194599,93.283934,0.354574,0.042115,0.403311,0.00479,0.04739
0.8,1,0.1,1,2,4,188,0.48891,1.7619,0.70711,0.05209,0.58436,0.05254,3.555726,4.686739,3.192176,4.207132,95.287514,0.354683,0.042031,0.403286,0.00469,0.0474
0.8,1,0.1,1,2,4,192,0.48891,1.7619,0.70711,0.052,0.58435,0.05244,3.565223,4.698851,3.201566,4.219155,97.290946,0.354787,0.04195,0.403263,0.0046,0.0474
0.8,1,0.1,1,2,4,196,0.48891,1.7619,0.70711,0.05191,0.58433,0.05234,3.574341,4.71048,3.210583,4.230697,99.29407,0.354886,0.041873,0.40324,0.0045,0.0474
0.8,1,0.1,1,2,4,200,0.48891,1.7619,0.70711,0.05182,0.58432,0.05225,3.583101,4.721653,3.219245,4.241786,101.296687,0.354982,0.041799,0.403219,0.00441,0.04741
0.8,1,0.1,1,2,4,4,0,0.88388,1,0.24213,0.35898,0.23229,0.66267,1.078974,0.263774,0.429483,2.423523,0.398896,0.185833,0.215271,0.20423,0.03789
0.8,1,0.1,1,2,4,8,0,0.88388,1,0.17066,0.3647,0.16554,0.824423,1.232305,0.359782,0.536449,4.495788,0.464641,0.132433,0.202925,0.12919,0.04147
0.8,1,0.1,1,2,4,12,0,0.88388,1,0.13905,0.3617,0.1355,0.92498,1.333848,0.425734,0.613032,6.574009,0.499246,0.108402,0.192352,0.09601,0.04305
0.8,1,0.1,1,2,4,16,0,0.88388,1,0.12062,0.35814,0.11788,0.996042,1.408549,0.4748,0.671685,8.639968,0.521242,0.094305,0.184453,0.07665,0.04397
0.8,1,0.1,1,2,4,20,0,0.88388,1,0.10845,0.35499,0.10621,1.049382,1.466249,0.512826,0.717866,10.694384,0.536556,0.084971,0.178473,0.06388,0.04458
0.8,1,0.1,1,2,4,24,0,0.88388,1,0.0998,0.35235,0.0979,1.090978,1.511973,0.543127,0.754829,12.739794,0.54785,0.078318,0.173832,0.05479,0.04501
0.8,1,0.1,1,2,4,28,0,0.88388,1,0.09331,0.35016,0.09166,1.124316,1.548842,0.56779,0.784816,14.778168,0.556526,0.073329,0.170145,0.04798,0.04533
0.8,1,0.1,1,2,4,32,0,0.88388,1,0.08827,0.34833,0.08681,1.151604,1.579003,0.588207,0.809452,16.810937,0.563398,0.069446,0.167156,0.04268,0.04559
0.8,1,0.1,1,2,4,36,0,0.88388,1,0.08423,0.3468,0.08292,1.174319,1.604001,0.605347,0.829936,18.839163,0.568972,0.066337,0.164691,0.03844,0.04579
0.8,1,0.1,1,2,4,40,0,0.88388,1,0.08093,0.34549,0.07974,1.193492,1.62497,0.61991,0.847163,20.863674,0.573582,0.06379,0.162628,0.03497,0.04595
0.8,1,0.1,1,2,4,44,0,0.88388,1,0.07817,0.34437,0.07708,1.209869,1.642755,0.632413,0.861805,22.885098,0.577457,0.061666,0.160877,0.03208,0.04609
0.8,1,0.1,1,2,4,48,0,0.88388,1,0.07584,0.3434,0.07483,1.224002,1.657996,0.643244,0.874372,24.903957,0.580758,0.059866,0.159376,0.02963,0.04621
0.8,1,0.1,1,2,4,52,0,0.88388,1,0.07384,0.34256,0.0729,1.236308,1.671177,0.652706,0.885256,26.920653,0.583602,0.058322,0.158076,0.02753,0.04631
0.8,1,0.1,1,2,4,56,0,0.88388,1,0.0721,0.34182,0.07123,1.247108,1.682675,0.66103,0.89476,28.935497,0.586078,0.056983,0.156939,0.02571,0.04639
0.8,1,0.1,1,2,4,60,0,0.88388,1,0.07058,0.34117,0.06976,1.256655,1.692781,0.668403,0.903121,30.948767,0.588251,0.05581,0.155938,0.02411,0.04647
0.8,1,0.1,1,2,4,64,0,0.88388,1,0.06924,0.34059,0.06847,1.265148,1.701726,0.674973,0.910527,32.960684,0.590175,0.054775,0.155051,0.0227,0.04654
0.8,1,0.1,1,2,4,68,0,0.88388,1,0.06804,0.34007,0.06732,1.272748,1.709695,0.68086,0.917128,34.971453,0.591888,0.053853,0.154258,0.02145,0.0466
0.8,1,0.1,1,2,4,72,0,0.88388,1,0.06697,0.3396,0.06629,1.279586,1.716836,0.686161,0.923046,36.981186,0.593425,0.053029,0.153547,0.02032,0.04665
0.8,1,0.1,1,2,4,76,0,0.88388,1,0.06601,0.33918,0.06536,1.285767,1.723269,0.690957,0.928379,38.990066,0.594809,0.052286,0.152905,0.01931,0.0467
0.8,1,0.1,1,2,4,80,0,0.88388,1,0.06514,0.3388,0.06452,1.291379,1.729093,0.695315,0.933208,40.998092,0.596064,0.051614,0.152323,0.0184,0.04674
0.8,1,0.1,1,2,4,84,0,0.88388,1,0.06435,0.33845,0.06375,1.296495,1.734387,0.69929,0.937599,43.005461,0.597205,0.051002,0.151793,0.01756,0.04678
0.8,1,0.1,1,2,4,88,0,0.88388,1,0.06362,0.33813,0.06305,1.301179,1.739222,0.702931,0.94161,45.012245,0.598248,0.050444,0.151308,0.0168,0.04682
0.8,1,0.1,1,2,4,92,0,0.88388,1,0.06296,0.33783,0.06241,1.305481,1.743653,0.706276,0.945287,47.018493,0.599205,0.049932,0.150863,0.01611,0.04685
0.8,1,0.1,1,2,4,96,0,0.88388,1,0.06235,0.33756,0.06183,1.309446,1.747729,0.709359,0.94867,49.024263,0.600087,0.04946,0.150453,0.01547,0.04688
0.8,1,0.1,1,2,4,100,0,0.88388,1,0.06178,0.33731,0.06128,1.313111,1.751491,0.71221,0.951792,51.029606,0.600901,0.049025,0.150074,0.01487,0.04691
0.8,1,0.1,1,2,4,104,0,0.88388,1,0.06126,0.33708,0.06078,1.316508,1.754973,0.714854,0.954681,53.034565,0.601654,0.048622,0.149724,0.01433,0.04694
0.8,1,0.1,1,2,4,108,0,0.88388,1,0.06078,0.33687,0.06031,1.319666,1.758204,0.717311,0.957364,55.039262,0.602355,0.048247,0.149398,0.01382,0.04696
0.8,1,0.1,1,2,4,112,0,0.88388,1,0.06032,0.33667,0.05987,1.322611,1.761214,0.719603,0.959862,57.043669,0.603008,0.047898,0.149094,0.01334,0.04698
0.8,1,0.1,1,2,4,116,0,0.88388,1,0.0599,0.33648,0.05947,1.325359,1.764021,0.721742,0.962192,59.047745,0.603617,0.047573,0.14881,0.0129,0.047
0.8,1,0.1,1,2,4,120,0,0.88388,1,0.05951,0.33631,0.05909,1.327932,1.766645,0.723745,0.96437,61.051503,0.604187,0.047268,0.148545,0.01248,0.04702
0.8,1,0.1,1,2,4,124,0,0.88388,1,0.05914,0.33614,0.05873,1.330345,1.769104,0.725624,0.966412,63.055105,0.604722,0.046982,0.148296,0.01209,0.04704
0.8,1,0.1,1,2,4,128,0,0.88388,1,0.05879,0.33599,0.05839,1.332613,1.771413,0.727389,0.968329,65.058408,0.605224,0.046714,0.148062,0.01173,0.04706
0.8,1,0.1,1,2,4,132,0,0.88388,1,0.05846,0.33584,0.05808,1.334749,1.773585,0.729052,0.970132,67.061619,0.605697,0.046461,0.147842,0.01138,0.04708
0.8,1,0.1,1,2,4,136,0,0.88388,1,0.05815,0.3357,0.05778,1.336763,1.775633,0.73062,0.971832,69.064537,0.606143,0.046223,0.147634,0.01106,0.04709
